Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
Motorcycle 125cc and under,5,1,Petrol,125
Car,2,1,Petrol,1396
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2299
Car,8,1,Petrol,1370
Motorcycle over 500cc,2,1,Petrol,1298
Motorcycle over 500cc,6,1,Petrol,1085
Car,1,1,Petrol,1149
Car,10,1,Petrol,1120
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2148
Car,4,1,Petrol,1242
Motorcycle over 500cc,1,1,Petrol,996
Motorcycle over 125cc and up to 500cc,11,1,Petrol,399
Car,4,1,Petrol,1598
Motorcycle 125cc and under,1,1,Petrol,125
Motorcycle over 500cc,3,1,Petrol,652
Motorcycle over 500cc,6,1,Petrol,599
Car,7,1,Heavy oil,1997
Motorcycle over 125cc and up to 500cc,7,1,Petrol,499
Motorcycle over 500cc,2,1,Petrol,1165
Car,9,1,Petrol,1984
Motorcycle over 500cc,6,1,Petrol,600
Van / Goods 3.5 tonnes mgw or under,10,1,Heavy oil,2400
Car,5,1,Petrol,1000
Motorcycle 125cc and under,3,1,Petrol,124
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,4,1,Heavy oil,1951
Car,11,1,Petrol,1493
Car,3,1,Petrol,3600
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,4,1,Petrol,1299
Motorcycle over 125cc and up to 500cc,1,1,Petrol,499
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Motorcycle over 500cc,6,1,Petrol,599
Car,8,1,Petrol,899
Car,7,1,Petrol,1998
Car,17,1,Petrol,1955
Motorcycle over 500cc,2,1,Petrol,955
Car,5,1,Petrol,1597
Car,5,1,Petrol,1597
Motorcycle over 125cc and up to 500cc,16,1,Petrol,399
Motorcycle over 500cc,2,1,Petrol,636
Car,2,1,Petrol,2198
Car,3,1,Petrol,1124
Motorcycle over 125cc and up to 500cc,5,1,Petrol,499
Car,10,1,Petrol,954
Car,15,1,Petrol,1117
Car,3,1,Petrol,1388
Car,1,1,Petrol,1388
Motorcycle over 500cc,3,1,Petrol,600
Motorcycle 125cc and under,5,1,Petrol,124
Car,4,1,Heavy oil,1995
Car,6,1,Petrol,1598
Motorcycle over 500cc,5,1,Petrol,600
Car,3,1,Heavy oil,2982
Car,10,1,Petrol,1389
Car,6,1,Petrol,1388
Car,1,1,Petrol,1149
Car,9,1,Heavy oil,2663
Car,10,1,Petrol,1762
Car,7,1,Petrol,1349
Car,7,1,Petrol,1349
Car,4,1,Petrol,1997
Car,1,1,Petrol,1598
Car,11,1,Petrol,1984
Car,6,1,Petrol,1588
Car,7,1,Petrol,1998
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,4,1,Petrol,1840
Car,11,1,Petrol,998
Car,11,1,Petrol,998
Car,11,1,Petrol,998
Motorcycle over 125cc and up to 500cc,5,1,Petrol,498
Car,7,1,Petrol,973
Car,2,1,Petrol,973
Car,2,1,Petrol,973
Car,2,1,Petrol,973
Taxi/Private hire car,5,1,Heavy oil,2664
Car,6,1,Petrol,1598
Taxi/Private hire car,15,1,Heavy oil,2664
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,1896
Car,10,1,Petrol,1493
Car,7,1,Petrol,796
Car,13,1,Petrol,1587
Car,13,1,Petrol,1587
Car,10,1,Petrol,1991
Car,7,1,Petrol,1752
Car,10,1,Petrol,1196
Car,10,1,Petrol,1196
Car,10,1,Petrol,1600
Motorcycle over 500cc,6,1,Petrol,645
Car,7,1,Petrol,1994
Car,1,1,Petrol,1796
Car,4,1,Petrol,1497
Car,4,1,Petrol,1497
Motorcycle over 125cc and up to 500cc,3,1,Petrol,498
Motorcycle over 500cc,5,1,Petrol,645
Car,4,1,Petrol,2946
Car,16,1,Petrol,2594
Car,16,1,Petrol,2594
Motorcycle 125cc and under,16,1,Petrol,85
Car,4,1,Petrol,1596
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1998
Motorcycle 125cc and under,3,1,Petrol,100
Taxi/Private hire car,8,1,Heavy oil,2664
Car,15,1,Petrol,1997
Motorcycle over 500cc,10,1,Petrol,650
Car,7,1,Petrol,1392
Car,7,1,Petrol,1392
Car,7,1,Petrol,1392
Car,6,1,Petrol,1800
Car,6,1,Petrol,1800
Car,12,1,Petrol,1392
Car,12,1,Petrol,1392
Car,6,1,Petrol,1998
Motorcycle over 500cc,8,1,Petrol,918
Motorcycle 125cc and under,4,1,Petrol,124
Motorcycle over 500cc,5,1,Petrol,850
Car,5,1,Heavy oil,1896
Car,10,1,Petrol,1587
Car,9,1,Petrol,1493
Car,8,1,Petrol,2438
Taxi/Private hire car,2,1,Heavy oil,2402
Car,2,1,Petrol,1984
Car,8,1,Petrol,1783
Motorcycle 125cc and under,5,1,Petrol,124
Car,7,1,Petrol,1985
Motorcycle 125cc and under,1,1,Petrol,124
Car,9,1,Petrol,1590
Car,5,1,Petrol,954
Car,2,1,Petrol,1242
Car,14,1,Petrol,1590
Car,8,1,Petrol,1396
Motorcycle 125cc and under,22,1,Petrol,124
Car,9,1,Petrol,2295
Motorcycle 125cc and under,4,1,Petrol,124
Car,3,1,Heavy oil,1910
Car,7,1,Petrol,1998
Car,4,1,Petrol,1596
Car,5,1,Petrol,2497
Motorcycle over 500cc,4,1,Petrol,599
Motorcycle over 125cc and up to 500cc,7,1,Petrol,499
Car,13,1,Heavy oil,2200
Car,9,1,Petrol,1390
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2477
Car,2,1,Petrol,1796
Car,7,1,Heavy oil,1753
Motorcycle 125cc and under,2,1,Petrol,124
Car,1,1,Petrol,1149
Car,1,1,Petrol,1149
Car,3,1,Petrol,1390
Motorcycle 125cc and under,3,1,Petrol,124
Car,1,1,Petrol,1596
Car,10,1,Heavy oil,1905
Car,2,1,Heavy oil,2148
Car,4,1,Petrol,1794
Car,4,1,Petrol,1794
Car,4,1,Petrol,1794
Car,3,1,Petrol,1796
Motorcycle over 125cc and up to 500cc,2,1,Petrol,499
Taxi/Private hire car,4,1,Heavy oil,1997
Motorcycle 125cc and under,2,1,Petrol,124
Car,13,1,Heavy oil,1769
Car,5,1,Petrol,1000
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Motorcycle over 125cc and up to 500cc,6,1,Petrol,498
Motorcycle over 500cc,7,1,Petrol,1085
Taxi/Private hire car,15,1,Heavy oil,2664
Van / Goods 3.5 tonnes mgw or under,2,1,Gas/Bi-fuel,1598
Van / Goods 3.5 tonnes mgw or under,2,1,Gas/Bi-fuel,1598
Car,10,1,Petrol,1171
Car,10,1,Petrol,1171
Car,4,1,Petrol,1988
Car,4,1,Petrol,1988
Motorcycle 125cc and under,6,1,Petrol,125
Motorcycle 125cc and under,6,1,Petrol,125
Motorcycle over 500cc,4,1,Petrol,599
Motorcycle over 125cc and up to 500cc,3,1,Petrol,1402
Car,5,1,Heavy oil,1868
Bus or coach (17 or more pass seats),1,1,Heavy oil,8268
Bus or coach (17 or more pass seats),1,1,Heavy oil,8268
Motorcycle over 500cc,6,1,Petrol,599
Car,5,1,Heavy oil,1974
Motorcycle 125cc and under,2,1,Petrol,125
Car,3,1,Petrol,1124
Car,12,1,Petrol,1392
Car,11,1,Petrol,1597
Bus or coach (17 or more pass seats),1,1,Heavy oil,8268
Car,1,1,Petrol,1598
Car,8,1,Petrol,1391
Car,10,1,Petrol,1196
Car,10,1,Petrol,1996
Motorcycle over 500cc,1,1,Petrol,599
Taxi/Private hire car,7,1,Heavy oil,2664
Car,12,1,Petrol,1991
Car,8,1,Petrol,1599
Car,7,1,Petrol,1997
Car,13,1,Petrol,1297
Car,13,1,Petrol,1297
Bus or coach (17 or more pass seats),2,1,Heavy oil,6370
Motorcycle over 125cc and up to 500cc,5,1,Petrol,498
Bus or coach (17 or more pass seats),1,1,Heavy oil,8268
Car,4,1,Petrol,1299
Car,1,1,Heavy oil,1870
Car,11,1,Petrol,1196
Motorcycle over 500cc,5,1,Petrol,599
Car,17,1,Petrol,1397
Car,7,1,Petrol,1598
Car,8,1,Petrol,1799
Car,8,1,Petrol,1799
Motorcycle over 500cc,6,1,Petrol,535
Car,5,1,Petrol,1299
Motorcycle over 500cc,4,1,Petrol,929
Car,7,1,Petrol,1390
Car,7,1,Petrol,1390
Motorcycle over 500cc,2,1,Petrol,599
Motorcycle over 500cc,4,1,Petrol,599
Car,5,1,Petrol,2492
Motorcycle over 500cc,2,1,Petrol,599
Taxi/Private hire car,2,1,Heavy oil,2402
Car,12,1,Petrol,1597
Car,7,1,Petrol,1799
Motorcycle over 500cc,4,1,Petrol,955
Van / Goods 3.5 tonnes mgw or under,10,1,Heavy oil,1753
Car,3,1,Heavy oil,1398
Car,6,1,Petrol,1124
Car,7,1,Petrol,1332
Motorcycle over 500cc,2,1,Petrol,600
Car,6,1,Petrol,1896
Car,6,1,Petrol,1896
Car,6,1,Petrol,1896
Car,11,1,Petrol,1493
Car,9,1,Petrol,1396
Car,10,1,Petrol,1796
Motorcycle over 500cc,1,1,Petrol,599
Motorcycle over 500cc,2,1,Petrol,645
Motorcycle over 500cc,14,1,Petrol,1127
Car,3,1,Petrol,1794
Car,6,1,Petrol,1360
Motorcycle over 500cc,8,1,Petrol,1084
Car,16,1,Petrol,1118
Car,16,1,Petrol,1118
Car,16,1,Petrol,1118
Car,3,1,Petrol,1299
Car,9,1,Petrol,1392
Motorcycle over 500cc,1,1,Petrol,998
Car,9,1,Petrol,1996
Motorcycle over 500cc,4,1,Petrol,599
Car,4,1,Heavy oil,2499
Motorcycle over 500cc,3,1,Petrol,600
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,4,1,Petrol,1396
Car,3,1,Petrol,1997
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Motorcycle over 500cc,6,1,Petrol,599
Van / Goods 3.5 tonnes mgw or under,3,1,Petrol,2295
Motorcycle 125cc and under,4,1,Petrol,124
Motorcycle over 500cc,1,1,Petrol,1137
Car,8,1,Petrol,1595
Car,5,1,Petrol,1587
Motorcycle over 500cc,3,1,Petrol,996
Car,8,1,Petrol,1597
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,6,1,Petrol,1762
Motorcycle over 125cc and up to 500cc,3,1,Petrol,499
Motorcycle over 125cc and up to 500cc,6,1,Petrol,249
Motorcycle 125cc and under,1,1,Petrol,102
Motorcycle 125cc and under,3,1,Petrol,124
Motorcycle over 500cc,1,1,Petrol,645
Motorcycle over 500cc,1,1,Petrol,645
Car,9,1,Petrol,1994
Car,8,1,Petrol,1341
Car,8,1,Petrol,1341
Car,5,1,Petrol,2295
Motorcycle 125cc and under,4,1,Petrol,124
Car,8,1,Heavy oil,1905
Car,9,1,Petrol,1998
Car,1,1,Petrol,1124
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Taxi/Private hire car,3,1,Heavy oil,2446
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2402
Car,5,1,Petrol,1998
Car,5,1,Petrol,1895
Car,5,1,Petrol,1895
Car,9,1,Heavy oil,1905
Car,9,1,Heavy oil,1905
Car,8,1,Petrol,1597
Car,4,1,Petrol,1747
Car,4,1,Petrol,1747
Car,4,1,Petrol,1747
Car,4,1,Petrol,2295
Car,4,1,Petrol,2295
Motorcycle over 500cc,4,1,Petrol,599
Motorcycle over 500cc,2,1,Petrol,647
Car,10,1,Heavy oil,1769
Car,3,1,Petrol,1984
Car,2,1,Petrol,1796
Car,7,1,Petrol,1998
Car,7,1,Petrol,1989
Car,11,1,Petrol,1118
Car,9,1,Petrol,1598
Car,10,1,Petrol,1991
Car,10,1,Petrol,1991
Motorcycle over 500cc,3,1,Petrol,599
Car,6,1,Petrol,1390
Car,4,1,Petrol,1299
Car,7,1,Petrol,1597
Motorcycle over 500cc,1,1,Petrol,600
Car,7,1,Petrol,1299
Car,2,1,Petrol,1242
Car,6,1,Petrol,1299
Car,11,1,Petrol,1597
Car,8,1,Heavy oil,1994
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1686
Car,3,1,Petrol,1360
Car,5,1,Petrol,1242
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,8,1,Heavy oil,2996
Car,8,1,Heavy oil,1905
Car,10,1,Heavy oil,1753
Car,4,1,Petrol,1149
Car,12,1,Petrol,1392
Car,11,1,Petrol,3969
Motorcycle 125cc and under,3,1,Petrol,125
Car,10,1,Petrol,1299
Minibus (8 - 16 passenger seats),7,1,Heavy oil,2874
Car,5,1,Heavy oil,1997
Car,15,1,Petrol,1781
Car,15,1,Petrol,1781
Car,5,1,Heavy oil,1997
Car,4,1,Petrol,1783
Car,6,1,Heavy oil,1753
Car,3,1,Petrol,1586
Car,1,1,Heavy oil,3200
Motorcycle over 500cc,4,1,Petrol,988
Car,2,1,Heavy oil,3222
Car,1,1,Petrol,1229
Car,13,1,Petrol,1984
Car,9,1,Heavy oil,1896
Car,2,1,Petrol,4966
Car,15,1,Petrol,998
Car,10,1,Petrol,1500
Car,9,1,Petrol,1497
Car,8,1,Petrol,1762
Car,12,1,Petrol,1390
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1868
Car,12,1,Petrol,1998
Bus or coach (17 or more pass seats),7,1,Heavy oil,5883
Bus or coach (17 or more pass seats),7,1,Heavy oil,5883
Car,5,1,Petrol,1275
Car,8,1,Petrol,1796
Car,13,1,Petrol,1721
Bus or coach (17 or more pass seats),1,1,Heavy oil,11000
Car,12,1,Petrol,1998
Car,6,1,Petrol,1299
Taxi/Private hire car,9,1,Petrol,1762
Car,5,1,Heavy oil,1896
Car,5,1,Heavy oil,1896
Car,5,1,Heavy oil,1896
Car,7,1,Petrol,1390
Car,7,1,Petrol,1390
Car,10,1,Petrol,998
Car,8,1,Petrol,1796
Car,8,1,Petrol,1796
Car,8,1,Petrol,1796
Car,17,1,Petrol,1596
Car,1,1,Petrol,1108
Motorcycle 125cc and under,1,1,Petrol,102
Car,15,1,Petrol,1998
Car,7,1,Petrol,2995
Motorcycle 125cc and under,1,1,Petrol,124
Motorcycle over 500cc,1,1,Petrol,955
Motorcycle 125cc and under,1,1,Petrol,102
Car,1,1,Petrol,1240
Car,6,1,Petrol,1598
Car,10,1,Petrol,1391
Car,11,1,Petrol,1396
Car,13,1,Petrol,1998
Car,11,1,Petrol,1308
Car,2,1,Petrol,1796
Motorcycle 125cc and under,2,1,Petrol,124
Car,14,1,Petrol,1998
Motorcycle over 500cc,19,1,Petrol,1198
Van / Goods 3.5 tonnes mgw or under,18,1,Heavy oil,2404
Car,5,1,Petrol,3199
Car,5,1,Heavy oil,2499
Car,15,1,Petrol,2494
Car,12,1,Petrol,1392
Bus or coach (17 or more pass seats),5,1,Heavy oil,5900
Car,1,1,Petrol,1229
Car,5,1,Petrol,1396
Car,13,1,Petrol,1596
Car,13,1,Petrol,1598
Car,9,1,Petrol,1493
Car,3,1,Petrol,1360
Car,9,1,Petrol,1840
Motorcycle 125cc and under,1,1,Petrol,124
Car,2,1,Petrol,1108
Car,2,1,Petrol,1388
Car,2,1,Petrol,1388
Car,5,1,Petrol,1970
Motorcycle 125cc and under,1,1,Petrol,102
Car,7,1,Petrol,1392
Car,7,1,Petrol,1392
Car,4,1,Petrol,1587
Car,4,1,Petrol,1587
Car,8,1,Petrol,1587
Car,12,1,Petrol,1389
Car,7,1,Petrol,1984
Car,9,1,Petrol,1994
Car,10,1,Petrol,1996
Car,9,1,Petrol,1196
Car,12,1,Petrol,1396
Car,12,1,Heavy oil,1870
Car,12,1,Petrol,1119
Car,13,1,Petrol,1998
Car,13,1,Petrol,1984
Car,7,1,Petrol,1988
Motorcycle over 125cc and up to 500cc,9,1,Petrol,498
Car,9,1,Petrol,1598
Motorcycle over 125cc and up to 500cc,7,1,Petrol,499
Van / Goods 3.5 tonnes mgw or under,12,1,Petrol,1994
Car,11,1,Petrol,1597
Car,7,1,Petrol,1998
Car,7,1,Petrol,1998
Car,12,1,Petrol,1196
Motorcycle 125cc and under,1,1,Petrol,124
Car,8,1,Petrol,1998
Car,17,1,Petrol,1781
Motorcycle 125cc and under,3,1,Petrol,124
Motorcycle over 125cc and up to 500cc,5,1,Petrol,176
Motorcycle 50cc and under,3,1,Petrol,49
Car,2,1,Heavy oil,2685
Car,15,1,Petrol,1118
Car,9,1,Petrol,1796
Car,5,1,Petrol,1588
Car,9,1,Petrol,1762
Car,11,1,Petrol,2972
Car,11,1,Petrol,1275
Car,11,1,Petrol,1389
Car,11,1,Petrol,1389
Car,9,1,Petrol,1590
Car,16,1,Petrol,1809
Car,6,1,Petrol,1598
Car,12,1,Petrol,2497
Car,5,1,Petrol,1199
Car,5,1,Petrol,1199
Car,13,1,Petrol,2969
Car,5,1,Heavy oil,1900
Car,10,1,Petrol,1389
Car,5,1,Petrol,1598
Car,5,1,Petrol,1598
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,2,1,Petrol,1299
Car,8,1,Petrol,1595
Car,10,1,Petrol,1119
Car,8,1,Petrol,1988
Car,9,1,Petrol,1896
Car,9,1,Petrol,1896
Car,1,1,Heavy oil,1896
Taxi/Private hire car,3,1,Heavy oil,2402
Car,2,1,Petrol,1242
Car,3,1,Petrol,1242
Car,7,1,Petrol,1587
Car,7,1,Petrol,1587
Car,4,1,Petrol,1124
Car,3,1,Petrol,1596
Car,5,1,Petrol,1360
Car,7,1,Petrol,1120
Car,11,1,Petrol,1995
Car,9,1,Petrol,1781
Car,1,1,Petrol,1497
Car,9,1,Heavy oil,1896
Car,8,1,Petrol,973
Car,6,1,Petrol,1324
Car,4,1,Petrol,1390
Car,2,1,Petrol,1390
Car,5,1,Petrol,1997
Bus or coach (17 or more pass seats),5,1,Heavy oil,5900
Car,7,1,Petrol,2793
Motorcycle over 125cc and up to 500cc,4,1,Petrol,176
Car,14,1,Petrol,1997
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,2500
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,2500
Car,4,1,Petrol,1596
Car,8,1,Heavy oil,1527
Car,4,1,Petrol,1596
Car,10,1,Petrol,1597
Motorcycle over 500cc,10,1,Petrol,553
Car,7,1,Petrol,1149
Car,6,1,Petrol,1800
Car,2,1,Heavy oil,1995
Car,1,1,Petrol,1299
Bus or coach (17 or more pass seats),5,1,Heavy oil,5900
Car,7,1,Petrol,1598
Car,4,1,Petrol,998
Car,10,1,Petrol,2544
Motorcycle 125cc and under,5,1,Petrol,125
Car,2,1,Petrol,1240
Motorcycle over 500cc,1,1,Petrol,599
Motorcycle 125cc and under,1,1,Petrol,102
Car,1,1,Petrol,1299
Car,4,1,Petrol,1242
Car,4,1,Petrol,1242
Car,8,1,Petrol,1597
Car,11,1,Heavy oil,1753
Car,6,1,Petrol,1598
Car,12,1,Heavy oil,1396
Car,5,1,Petrol,1998
Car,6,1,Petrol,1242
Car,3,1,Heavy oil,1995
Car,15,1,Petrol,1998
Car,5,1,Petrol,1396
Car,5,1,Petrol,1149
Car,5,1,Petrol,1149
Car,4,1,Petrol,1360
Car,2,1,Petrol,1596
Car,13,1,Petrol,1493
Car,5,1,Petrol,1988
Car,3,1,Petrol,1794
Car,3,1,Petrol,1596
Car,3,1,Petrol,1595
Car,6,1,Petrol,1998
Car,7,1,Petrol,1390
Car,11,1,Petrol,2156
Motorcycle 50cc and under,4,1,Petrol,49
Car,17,1,Petrol,1597
Car,1,1,Heavy oil,1997
Car,1,1,Heavy oil,1997
Motorcycle 50cc and under,7,1,Petrol,49
Car,8,1,Petrol,1493
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,4,1,Petrol,1299
Car,3,1,Petrol,1596
Car,2,1,Heavy oil,1997
Car,6,1,Petrol,1242
Car,9,1,Petrol,1799
Car,5,1,Petrol,1595
Car,12,1,Petrol,1235
Car,9,1,Petrol,1998
Car,14,1,Petrol,1597
Car,3,1,Petrol,1598
Car,5,1,Petrol,998
Car,8,1,Petrol,1389
Car,6,1,Petrol,1985
Car,6,1,Petrol,1242
Car,8,1,Petrol,1493
Car,11,1,Petrol,1587
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,3,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,11,1,Heavy oil,1686
Van / Goods 3.5 tonnes mgw or under,11,1,Heavy oil,1686
Car,3,1,Petrol,1747
Car,3,1,Petrol,1747
Car,7,1,Petrol,1781
Car,5,1,Petrol,1998
Car,1,1,Petrol,1796
Car,10,1,Petrol,2165
Car,8,1,Petrol,1598
Car,11,1,Petrol,2960
Motorcycle over 500cc,6,1,Petrol,599
Car,2,1,Petrol,1796
Car,17,1,Petrol,2226
Car,5,1,Petrol,1396
Motorcycle over 500cc,2,1,Petrol,748
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,9,1,Petrol,1996
Car,7,1,Petrol,1597
Car,14,1,Petrol,1991
Car,9,1,Heavy oil,1975
Car,8,1,Heavy oil,1753
Car,13,1,Petrol,1000
Car,13,1,Petrol,1000
Car,2,1,Petrol,1124
Car,16,1,Petrol,1297
Car,12,1,Petrol,1984
Car,4,1,Petrol,1108
Car,11,1,Petrol,1991
Car,6,1,Petrol,1997
Car,1,1,Petrol,1599
Motorcycle 125cc and under,8,1,Petrol,100
Car,14,1,Petrol,1388
Car,5,1,Petrol,1149
Car,6,1,Petrol,1783
Car,8,1,Petrol,1587
Car,8,1,Petrol,1598
Car,3,1,Petrol,1242
Car,1,1,Petrol,1596
Car,1,1,Petrol,1596
Car,4,1,Petrol,1796
Motorcycle 125cc and under,6,1,Petrol,85
Car,2,1,Petrol,1388
Car,11,1,Petrol,1597
Motorcycle over 125cc and up to 500cc,2,1,Petrol,499
Motorcycle 125cc and under,5,1,Petrol,50
Motorcycle 125cc and under,5,1,Petrol,50
Car,5,1,Petrol,1199
Car,5,1,Petrol,1199
Car,3,1,Petrol,1769
Other vehicle,8,1,Heavy oil,2500
Car,11,1,Petrol,1796
Car,10,1,Petrol,1596
Car,10,1,Petrol,1596
Car,8,1,Petrol,1762
Car,9,1,Petrol,1762
Car,6,1,Heavy oil,1974
Car,14,1,Petrol,1597
Car,8,1,Petrol,1597
Car,2,1,Petrol,1796
Car,9,1,Petrol,1996
Car,2,1,Petrol,1242
Car,2,1,Petrol,1242
Car,3,1,Petrol,1598
Car,11,1,Petrol,1984
Taxi/Private hire car,4,1,Heavy oil,2664
Car,10,1,Petrol,1587
Car,10,1,Heavy oil,1905
Motorcycle over 500cc,8,1,Petrol,599
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,8,1,Petrol,1493
Car,9,1,Petrol,1275
Motorcycle over 500cc,7,1,Petrol,892
Car,7,1,Petrol,1997
Car,4,1,Petrol,1781
Car,2,1,Petrol,1299
Car,11,1,Petrol,1290
Car,8,1,Petrol,1587
Car,15,1,Petrol,1781
Car,6,1,Petrol,1332
Car,7,1,Petrol,1762
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,1753
Car,7,1,Heavy oil,1896
Car,7,1,Heavy oil,1896
Car,9,1,Heavy oil,1527
Car,1,1,Petrol,1339
Car,7,1,Petrol,1120
Car,10,1,Heavy oil,1700
Car,9,1,Petrol,1996
Car,9,1,Petrol,1799
Car,6,1,Heavy oil,1900
Car,13,1,Petrol,1998
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,8,1,Petrol,1587
Car,7,1,Petrol,1388
Car,7,1,Petrol,1388
Car,3,1,Petrol,1360
Motorcycle 125cc and under,1,1,Petrol,124
Car,5,1,Petrol,1390
Car,10,1,Petrol,1597
Car,10,1,Petrol,1597
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2188
Motorcycle over 500cc,1,1,Petrol,996
Motorcycle 125cc and under,9,1,Petrol,124
Car,7,1,Petrol,1299
Car,5,1,Petrol,796
Car,3,1,Petrol,1397
Car,14,1,Petrol,1396
Car,14,1,Petrol,1396
Car,11,1,Petrol,1996
Motorcycle over 500cc,1,1,Petrol,600
Car,4,1,Petrol,1497
Car,4,1,Petrol,1242
Car,11,1,Petrol,1396
Car,7,1,Petrol,1242
Motorcycle over 500cc,1,1,Petrol,645
Car,3,1,Petrol,1124
Motorcycle over 125cc and up to 500cc,8,1,Petrol,234
Car,1,1,Petrol,1587
Car,6,1,Petrol,1242
Motorcycle 125cc and under,2,1,Petrol,125
Motorcycle 125cc and under,3,1,Petrol,124
Car,15,1,Petrol,1396
Car,10,1,Heavy oil,2980
Car,10,1,Heavy oil,2980
Car,10,1,Heavy oil,2980
Motorcycle 125cc and under,5,1,Petrol,113
Motorcycle 125cc and under,5,1,Petrol,113
Car,13,1,Petrol,1597
Car,2,1,Petrol,1397
Car,15,1,Petrol,1986
Motorcycle 125cc and under,5,1,Petrol,124
Motorcycle 125cc and under,8,1,Petrol,124
Car,10,1,Petrol,1108
Car,3,1,Heavy oil,1870
Car,7,1,Petrol,998
Car,14,1,Petrol,1998
Car,14,1,Petrol,1590
Motorcycle 50cc and under,2,1,Petrol,49
Car,1,1,Petrol,1360
Car,7,1,Petrol,1242
Car,9,1,Petrol,1171
Car,9,1,Petrol,1762
Car,10,1,Petrol,1597
Motorcycle 125cc and under,1,1,Petrol,102
Car,7,1,Petrol,1781
Car,4,1,Petrol,1590
Car,3,1,Petrol,1796
Car,7,1,Petrol,1598
Car,1,1,Petrol,1995
Car,16,1,Petrol,2200
Car,9,1,Petrol,1390
Car,8,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2999
Car,5,1,Petrol,1275
Car,9,1,Petrol,1598
Car,5,1,Petrol,2000
Car,7,1,Petrol,1299
Car,5,1,Petrol,998
Car,9,1,Petrol,1299
Car,7,1,Petrol,1587
Car,8,1,Petrol,1396
Car,5,1,Petrol,1396
Car,5,1,Petrol,1396
Car,5,1,Petrol,1800
Motorcycle 125cc and under,6,1,Petrol,100
Car,5,1,Petrol,1349
Car,7,1,Petrol,899
Car,7,1,Petrol,1595
Car,10,1,Heavy oil,2495
Car,1,1,Petrol,1796
Car,7,1,Petrol,1598
Car,6,1,Petrol,1242
Car,7,1,Petrol,1250
Car,2,1,Petrol,1149
Car,12,1,Petrol,1171
Car,7,1,Petrol,796
Motorcycle over 125cc and up to 500cc,9,1,Petrol,498
Car,7,1,Petrol,1973
Car,3,1,Petrol,1796
Car,7,1,Petrol,1781
Car,15,1,Petrol,1598
Car,6,1,Petrol,1242
Car,2,1,Petrol,1587
Motorcycle 50cc and under,2,1,Petrol,49
Motorcycle over 500cc,2,1,Petrol,600
Car,1,1,Petrol,1596
Car,9,1,Petrol,1299
Car,12,1,Petrol,1796
Car,8,1,Petrol,1108
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,2,1,Petrol,1198
Car,2,1,Petrol,1796
Car,8,1,Petrol,1242
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,16,1,Petrol,1270
Car,11,1,Heavy oil,2180
Car,1,1,Petrol,1149
Motorcycle over 500cc,21,1,Petrol,798
Car,4,1,Petrol,1781
Car,13,1,Petrol,1598
Car,9,1,Petrol,998
Car,12,1,Heavy oil,1699
Car,5,1,Petrol,1762
Car,10,1,Petrol,1391
Motorcycle 125cc and under,1,1,Petrol,125
Car,4,1,Heavy oil,1997
Car,10,1,Petrol,1997
Car,7,1,Petrol,2544
Car,1,1,Petrol,1998
