Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive,Propulsion_Code,Engine_Capacity_CC
Car,5,1,Petrol,1597
Car,4,1,Petrol,1398
Car,1,1,Petrol,1994
Motorcycle over 125cc and up to 500cc,15,1,Petrol,398
Motorcycle 125cc and under,2,1,Petrol,125
Car,13,1,Petrol,1590
Car,2,1,Petrol,1984
Car,10,1,Petrol,1596
Car,2,1,Petrol,1984
Car,10,1,Petrol,1596
Car,10,1,Petrol,1389
Car,4,1,Petrol,1242
Car,5,1,Petrol,1396
Motorcycle over 125cc and up to 500cc,27,1,Petrol,496
Motorcycle over 500cc,1,1,Petrol,1284
Car,11,1,Petrol,1799
Car,11,1,Petrol,1799
Car,11,1,Petrol,1799
Car,11,1,Petrol,1799
Car,11,1,Petrol,1799
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2402
Car,3,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2461
Car,9,1,Petrol,1598
Car,5,1,Petrol,2435
Car,3,1,Petrol,1984
Car,3,1,Petrol,1984
Car,3,1,Petrol,1984
Car,6,1,Petrol,998
Car,10,1,Petrol,1781
Car,1,1,Heavy oil,2495
Goods over 3.5t. and under 7.5t,12,1,Heavy oil,5861
Car,4,1,Petrol,1999
Car,4,1,Petrol,1999
Car,4,1,Petrol,1999
Car,13,1,Petrol,2792
Car,7,1,Petrol,1984
Car,2,1,Heavy oil,1686
Car,3,1,Petrol,1124
Car,7,1,Heavy oil,1975
Car,6,1,Petrol,1360
Car,11,1,Petrol,1587
Car,6,1,Petrol,1589
Car,3,1,Petrol,1590
Motorcycle 125cc and under,9,1,Petrol,85
Car,1,1,Heavy oil,2148
Car,7,1,Heavy oil,1527
Car,7,1,Petrol,1400
Car,5,1,Petrol,1998
Car,2,1,Petrol,2435
Car,2,1,Petrol,2435
Car,2,1,Petrol,2435
Car,3,1,Petrol,1299
Car,11,1,Petrol,1988
Car,6,1,Petrol,1796
Car,7,1,Petrol,1360
Car,8,1,Petrol,1289
Car,10,1,Petrol,2199
Car,9,1,Petrol,1596
Car,9,1,Petrol,1596
Car,9,1,Petrol,1596
Car,1,1,Heavy oil,2720
Car,3,1,Petrol,1997
Car,1,1,Heavy oil,2720
Car,3,1,Petrol,1997
Car,1,1,Heavy oil,2720
Car,3,1,Petrol,1997
Car,5,1,Petrol,1599
Car,5,1,Petrol,1599
Car,3,1,Petrol,998
Motorcycle over 125cc and up to 500cc,7,1,Petrol,499
Motorcycle 50cc and under,1,1,Petrol,49
Car,6,1,Petrol,1199
Car,1,1,Heavy oil,1951
Car,18,1,Petrol,1392
Car,5,1,Petrol,1390
Car,10,1,Petrol,1998
Motorcycle over 500cc,6,1,Petrol,899
Car,2,1,Heavy oil,1968
Car,11,1,Heavy oil,2283
Car,11,1,Heavy oil,2283
Car,11,1,Heavy oil,2283
Car,12,1,Petrol,1781
Car,7,1,Petrol,1390
Car,12,1,Petrol,1781
Car,7,1,Petrol,1390
Taxi/Private hire car,3,1,Heavy oil,2402
Car,8,1,Petrol,1598
Car,6,1,Heavy oil,1896
Car,13,1,Petrol,1124
Car,13,1,Petrol,1124
Car,7,1,Petrol,1997
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Car,14,1,Petrol,1598
Motorcycle over 500cc,6,1,Petrol,599
Car,11,1,Petrol,1124
Motorcycle over 500cc,1,1,Petrol,599
Car,14,1,Petrol,3430
Car,3,1,Petrol,1124
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Car,9,1,Petrol,1597
Car,10,1,Petrol,1389
Car,20,1,Petrol,988
Car,10,1,Petrol,1389
Car,20,1,Petrol,988
Car,17,1,Petrol,1117
Car,6,1,Petrol,1998
Car,8,1,Petrol,1590
Car,11,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,3,1,Petrol,2295
Car,16,1,Petrol,1580
Car,7,1,Heavy oil,1905
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,3,1,Petrol,2319
Car,12,1,Petrol,998
Car,4,1,Petrol,1390
Car,11,1,Petrol,1796
Car,7,1,Petrol,1598
Car,3,1,Heavy oil,1896
Car,11,1,Petrol,1796
Car,7,1,Petrol,1598
Car,3,1,Heavy oil,1896
Car,11,1,Petrol,1796
Car,7,1,Petrol,1598
Car,3,1,Heavy oil,1896
Goods 7.5 tonnes mgw and over,14,1,Heavy oil,6000
Motorcycle over 125cc and up to 500cc,9,1,Petrol,498
Car,4,1,Petrol,2198
Car,3,1,Petrol,1390
Car,6,1,Petrol,1597
Car,2,1,Petrol,1598
Car,12,1,Petrol,1598
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2496
Car,7,1,Petrol,1598
Car,7,1,Petrol,1598
Car,5,1,Petrol,973
Car,11,1,Petrol,1796
Car,11,1,Petrol,1799
Car,16,1,Petrol,1990
Car,6,1,Petrol,3199
Car,5,1,Petrol,1124
Car,5,1,Petrol,1124
Car,5,1,Petrol,1997
Car,9,1,Petrol,1731
Car,9,1,Petrol,1731
Motorcycle 125cc and under,3,1,Petrol,124
Car,8,1,Petrol,1598
Car,3,1,Petrol,1396
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2800
Car,8,1,Heavy oil,1392
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,2874
Car,1,1,Petrol,1598
Car,7,1,Petrol,1600
Car,1,1,Petrol,1598
Car,7,1,Petrol,1600
Motorcycle over 500cc,4,1,Petrol,996
Car,8,1,Petrol,1597
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Motorcycle over 500cc,7,1,Petrol,600
Car,13,1,Petrol,1781
Car,11,1,Petrol,1493
Car,10,1,Petrol,998
Car,4,1,Petrol,1781
Car,8,1,Petrol,1597
Car,3,1,Petrol,1596
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2874
Motorcycle 125cc and under,8,1,Petrol,124
Motorcycle 125cc and under,4,1,Petrol,124
Car,9,1,Petrol,1845
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,1900
Motorcycle over 500cc,5,1,Petrol,899
Car,4,1,Petrol,1587
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,3100
Motorcycle over 125cc and up to 500cc,13,1,Petrol,249
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1998
Car,7,1,Petrol,1124
Car,10,1,Petrol,1108
Car,7,1,Heavy oil,1905
Car,8,1,Petrol,1489
Car,6,1,Petrol,2544
Car,11,1,Heavy oil,1769
Car,6,1,Petrol,2544
Car,11,1,Heavy oil,1769
Car,1,1,Heavy oil,1997
Car,10,1,Petrol,2295
Car,6,1,Heavy oil,1900
Car,2,1,Heavy oil,1998
Car,5,1,Heavy oil,1900
Car,7,1,Petrol,1390
Car,6,1,Petrol,2000
Car,5,1,Heavy oil,1900
Car,7,1,Petrol,1390
Car,6,1,Petrol,2000
Car,6,1,Petrol,1973
Car,15,1,Petrol,1108
Car,8,1,Petrol,1242
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2664
Car,6,1,Petrol,1998
Motorcycle over 500cc,3,1,Petrol,599
Motorcycle over 500cc,3,1,Petrol,599
Car,6,1,Petrol,1390
Car,3,1,Petrol,1781
Car,3,1,Heavy oil,1870
Car,5,1,Petrol,1349
Car,16,1,Petrol,1796
Motorcycle 125cc and under,6,1,Petrol,125
Motorcycle 125cc and under,5,1,Petrol,100
Car,8,1,Heavy oil,2088
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2874
Car,3,1,Petrol,1794
Car,4,1,Petrol,1397
Car,1,1,Petrol,5513
Car,5,1,Petrol,1360
Motorcycle 50cc and under,3,1,Petrol,49
Motorcycle 50cc and under,3,1,Petrol,49
Car,6,1,Petrol,1149
Car,9,1,Petrol,1997
Car,6,1,Petrol,1149
Car,9,1,Petrol,1997
Car,12,1,Petrol,998
Car,6,1,Petrol,1598
Car,11,1,Petrol,1796
Car,3,1,Petrol,1199
Car,3,1,Petrol,1199
Car,6,1,Petrol,1998
Car,12,1,Heavy oil,1488
Car,6,1,Petrol,1360
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1461
Car,10,1,Petrol,1108
Car,10,1,Petrol,1108
Car,12,1,Petrol,1390
Car,1,1,Heavy oil,2184
Car,5,1,Petrol,1590
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1753
Car,5,1,Petrol,1590
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1753
Car,7,1,Petrol,1988
Car,7,1,Petrol,1988
Car,13,1,Petrol,1389
Car,10,1,Petrol,899
Car,9,1,Petrol,1984
Car,3,1,Petrol,1360
Car,3,1,Petrol,1360
Car,4,1,Petrol,1679
Car,5,1,Heavy oil,1753
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,6,1,Petrol,2295
Car,12,1,Petrol,1392
Car,10,1,Petrol,1991
Car,12,1,Petrol,1392
Car,10,1,Petrol,1991
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,12,1,Petrol,1332
Car,12,1,Petrol,1332
Car,12,1,Petrol,1796
Car,2,1,Petrol,1124
Car,10,1,Petrol,1990
Car,3,1,Petrol,1747
Car,10,1,Petrol,1990
Car,3,1,Petrol,1747
Car,16,1,Petrol,1343
Car,2,1,Petrol,1598
Car,9,1,Petrol,2792
Car,8,1,Petrol,1275
Car,3,1,Petrol,1997
Car,3,1,Petrol,1598
Car,9,1,Petrol,2793
Car,9,1,Petrol,2793
Car,9,1,Petrol,2793
Car,9,1,Petrol,2793
Goods over 3.5t. and under 7.5t,2,1,Heavy oil,4751
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Goods over 3.5t. and under 7.5t,2,1,Heavy oil,4751
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1998
Motorcycle over 500cc,11,1,Petrol,592
Car,10,1,Petrol,1396
Car,5,1,Petrol,1299
Motorcycle 125cc and under,10,1,Petrol,124
Car,8,1,Petrol,2295
Motorcycle over 500cc,11,1,Petrol,893
Motorcycle over 125cc and up to 500cc,5,1,Petrol,499
Car,4,1,Petrol,2435
Car,3,1,Petrol,2198
Car,3,1,Petrol,2198
Motorcycle over 500cc,3,1,Petrol,1130
Motorcycle over 500cc,3,1,Petrol,645
Car,7,1,Petrol,1598
Motorcycle 125cc and under,3,1,Petrol,124
Taxi/Private hire car,8,1,Heavy oil,2664
Motorcycle over 500cc,1,1,Petrol,599
Car,6,1,Petrol,1796
Car,6,1,Petrol,1598
Car,4,1,Petrol,1999
Car,6,1,Petrol,1598
Car,4,1,Petrol,1999
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2496
Motorcycle 50cc and under,2,1,Petrol,49
Car,6,1,Petrol,1199
Car,8,1,Heavy oil,1994
Motorcycle over 125cc and up to 500cc,1,1,Petrol,499
Car,3,1,Petrol,1587
Car,10,1,Heavy oil,1753
Car,10,1,Heavy oil,1753
Car,10,1,Heavy oil,1753
Motorcycle 125cc and under,3,1,Petrol,122
Taxi/Private hire car,7,1,Petrol,1762
Car,13,1,Petrol,1796
Motorcycle over 500cc,7,1,Petrol,749
Car,3,1,Petrol,1360
Car,4,1,Petrol,1895
Car,4,1,Petrol,1598
Car,3,1,Petrol,1590
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1905
Car,17,1,Petrol,1595
Motorcycle over 125cc and up to 500cc,9,1,Petrol,400
Motorcycle 125cc and under,4,1,Petrol,85
Motorcycle 125cc and under,5,1,Petrol,124
Car,3,1,Petrol,1390
Motorcycle 125cc and under,12,1,Petrol,124
Car,6,1,Petrol,1600
Car,6,1,Petrol,998
Motorcycle over 500cc,17,1,Petrol,647
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,1700
Motorcycle 125cc and under,4,1,Petrol,124
Car,8,1,Petrol,1581
Motorcycle 125cc and under,3,1,Petrol,124
Motorcycle 125cc and under,6,1,Petrol,124
Motorcycle 125cc and under,4,1,Petrol,125
Car,7,1,Petrol,1589
Motorcycle 125cc and under,1,1,Petrol,125
Motorcycle over 500cc,5,1,Petrol,1250
Car,4,1,Petrol,2324
Car,7,1,Petrol,1242
Car,7,1,Petrol,1799
Motorcycle 50cc and under,2,1,Petrol,49
Car,3,1,Heavy oil,1997
Car,3,1,Petrol,1590
Taxi/Private hire car,8,1,Petrol,2295
Car,7,1,Petrol,1998
Car,7,1,Petrol,1998
Car,10,1,Petrol,1796
Motorcycle over 500cc,13,1,Petrol,750
Motorcycle 125cc and under,4,1,Petrol,124
Car,1,1,Petrol,1596
Car,8,1,Petrol,1149
Car,6,1,Petrol,998
Car,10,1,Petrol,1781
Bus or coach (17 or more pass seats),3,1,Heavy oil,5883
Car,11,1,Petrol,1391
Car,5,1,Petrol,2000
Car,10,1,Petrol,1392
Car,7,1,Petrol,1598
Car,11,1,Petrol,1196
Car,7,1,Petrol,2494
Car,7,1,Petrol,2494
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,14190
Van / Goods 3.5 tonnes mgw or under,1,1,Gas/Bi-fuel,1796
Car,7,1,Heavy oil,2188
Goods over 3.5t. and under 7.5t,13,1,Heavy oil,5861
Car,14,1,Petrol,1396
Car,9,1,Petrol,1596
Car,2,1,Petrol,1149
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1998
Car,16,1,Petrol,954
Car,2,1,Petrol,2494
Car,2,1,Petrol,1199
Car,1,1,Petrol,1796
Car,2,1,Petrol,1984
Car,5,1,Petrol,998
Car,3,1,Petrol,2084
Car,10,1,Petrol,2799
Car,6,1,Petrol,1991
Motorcycle 125cc and under,5,1,Petrol,85
Motorcycle over 500cc,6,1,Petrol,599
Taxi/Private hire car,9,1,Heavy oil,2664
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2151
Car,4,1,Petrol,1984
Motorcycle over 500cc,5,1,Petrol,599
Car,4,1,Petrol,1390
Car,5,1,Petrol,1796
Car,9,1,Petrol,1396
Car,4,1,Petrol,1796
Car,4,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2151
Car,3,1,Gas/Bi-fuel,1598
Car,11,1,Petrol,1108
Car,2,1,Petrol,1390
Car,7,1,Petrol,1391
Motorcycle 125cc and under,8,1,Petrol,124
Car,6,1,Petrol,1796
Goods over 3.5t. and under 7.5t,1,1,Heavy oil,3920
Motorcycle 125cc and under,6,1,Petrol,49
Motorcycle 125cc and under,3,1,Petrol,124
Car,1,1,Petrol,1598
Car,17,1,Petrol,2299
Car,14,1,Petrol,1796
Car,6,1,Petrol,1988
Car,6,1,Petrol,1988
Motorcycle over 500cc,4,1,Petrol,892
Car,2,1,Heavy oil,1896
Car,3,1,Petrol,1598
Car,8,1,Petrol,1998
Motorcycle 125cc and under,4,1,Petrol,124
Car,11,1,Petrol,1597
Car,11,1,Petrol,1597
Car,1,1,Petrol,2378
Car,1,1,Petrol,2378
Car,1,1,Petrol,2378
Car,7,1,Petrol,993
Car,11,1,Petrol,1598
Car,1,1,Petrol,1390
Car,4,1,Heavy oil,3227
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,6,1,Petrol,1998
Car,9,1,Petrol,2156
Car,3,1,Petrol,1360
Car,9,1,Petrol,2319
Motorcycle over 125cc and up to 500cc,1,1,Petrol,499
Car,15,1,Petrol,988
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2300
Car,4,1,Heavy oil,1974
Motorcycle over 500cc,9,1,Petrol,599
Car,3,1,Petrol,1970
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2299
Car,14,1,Petrol,1124
Car,8,1,Petrol,1297
Car,6,1,Petrol,1970
Car,9,1,Petrol,1196
Car,6,1,Petrol,1598
Car,13,1,Petrol,1389
Car,5,1,Heavy oil,1900
Car,11,1,Petrol,1389
Car,4,1,Petrol,1794
Car,4,1,Petrol,2597
Car,5,1,Petrol,1783
Car,11,1,Petrol,1999
Minibus (8 - 16 passenger seats),2,1,Heavy oil,1997
Car,13,1,Petrol,1396
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,4116
Car,15,1,Petrol,1998
Car,5,1,Petrol,1895
Car,11,1,Petrol,1597
Car,7,1,Petrol,1762
Car,7,1,Petrol,1761
Car,3,1,Petrol,1598
Car,4,1,Petrol,1149
Motorcycle 125cc and under,2,1,Petrol,125
Car,7,1,Heavy oil,1905
Minibus (8 - 16 passenger seats),1,1,Heavy oil,2151
Car,10,1,Petrol,1595
Car,8,1,Petrol,1984
Motorcycle 125cc and under,1,1,Petrol,124
Car,7,1,Petrol,1598
Motorcycle 125cc and under,4,1,Petrol,124
Car,4,1,Petrol,1596
Motorcycle 125cc and under,3,1,Petrol,125
Car,1,1,Petrol,1390
Motorcycle over 500cc,5,1,Petrol,553
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2463
Car,7,1,Petrol,1242
Motorcycle 125cc and under,1,1,Petrol,124
Car,2,1,Petrol,2494
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1896
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1896
Car,5,1,Petrol,1800
Motorcycle over 125cc and up to 500cc,1,1,Petrol,398
Motorcycle 125cc and under,1,1,Petrol,125
Car,14,1,Petrol,1597
Car,5,1,Petrol,1595
Motorcycle over 500cc,10,1,Petrol,892
Motorcycle 125cc and under,7,1,Petrol,100
Motorcycle over 500cc,2,1,Petrol,647
Car,12,1,Petrol,1998
Taxi/Private hire car,3,1,Heavy oil,1896
Car,10,1,Petrol,1998
Car,12,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2446
Car,13,1,Petrol,1493
Car,13,1,Petrol,1493
Car,8,1,Petrol,1598
Taxi/Private hire car,16,1,Heavy oil,2664
Car,6,1,Petrol,1300
Car,14,1,Petrol,2675
Car,8,1,Petrol,1581
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,16123
Motorcycle over 500cc,5,1,Petrol,599
Car,10,1,Petrol,1998
Motorcycle over 500cc,2,1,Petrol,599
Motorcycle 125cc and under,2,1,Petrol,124
Motorcycle over 500cc,2,1,Petrol,599
Motorcycle 125cc and under,2,1,Petrol,124
Car,4,1,Petrol,1149
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1753
Car,14,1,Petrol,1991
Car,8,1,Petrol,1781
Car,1,1,Petrol,1360
Car,1,1,Petrol,1360
Motorcycle 125cc and under,7,1,Petrol,85
Car,2,1,Petrol,1299
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2799
Car,7,1,Petrol,1597
Car,7,1,Petrol,1597
Car,1,1,Petrol,1598
Car,5,1,Petrol,1984
Car,5,1,Petrol,1800
Car,8,1,Petrol,1589
Car,10,1,Petrol,1998
Car,10,1,Petrol,1998
Car,4,1,Heavy oil,1896
Car,3,1,Heavy oil,1900
Car,4,1,Heavy oil,2151
Car,11,1,Petrol,1119
Motorcycle 50cc and under,1,1,Petrol,49
Motorcycle over 500cc,2,1,Petrol,955
Car,9,1,Petrol,1597
Car,4,1,Petrol,1769
Car,5,1,Heavy oil,1997
Car,6,1,Petrol,1991
Car,6,1,Petrol,1991
Car,1,1,Petrol,1796
Car,8,1,Heavy oil,1896
Car,1,1,Petrol,1360
Car,1,1,Petrol,1796
Motorcycle 50cc and under,3,1,Petrol,49
Car,15,1,Petrol,1596
Car,15,1,Petrol,1596
Car,15,1,Petrol,1596
Car,9,1,Petrol,1998
Car,9,1,Petrol,1998
Car,1,1,Petrol,1390
Car,10,1,Heavy oil,1975
Car,10,1,Heavy oil,1975
Car,6,1,Petrol,1600
Car,7,1,Petrol,1332
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,3,1,Petrol,1390
Car,3,1,Petrol,1390
Car,11,1,Heavy oil,1905
Car,6,1,Petrol,1360
Car,6,1,Petrol,1360
Car,19,1,Petrol,1596
Car,10,1,Petrol,2438
Car,19,1,Petrol,1596
Car,10,1,Petrol,2438
Car,19,1,Petrol,1596
Car,10,1,Petrol,2438
Car,19,1,Petrol,1596
Car,10,1,Petrol,2438
Car,16,1,Petrol,1295
Car,8,1,Petrol,1998
Car,7,1,Petrol,1595
Car,2,1,Petrol,1389
Car,18,1,Petrol,1297
Car,6,1,Petrol,1973
Car,8,1,Heavy oil,1905
Car,6,1,Petrol,1973
Car,8,1,Heavy oil,1905
Motorcycle 125cc and under,1,1,Petrol,125
Car,8,1,Petrol,3980
Car,1,1,Petrol,1364
Car,1,1,Petrol,1364
Car,1,1,Petrol,1364
Car,6,1,Petrol,3378
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Car,8,1,Petrol,1998
Motorcycle 50cc and under,3,1,Petrol,49
Car,12,1,Petrol,998
Car,3,1,Heavy oil,1998
Car,11,1,Petrol,1590
Car,5,1,Petrol,998
Car,5,1,Petrol,1796
Car,10,1,Heavy oil,1753
Car,7,1,Petrol,1988
Car,12,1,Petrol,1360
Car,13,1,Petrol,1781
Motorcycle over 500cc,5,1,Petrol,1450
Car,4,1,Petrol,1242
Car,3,1,Petrol,1995
Car,4,1,Petrol,1242
Car,3,1,Petrol,1995
Car,1,1,Petrol,1061
Car,2,1,Heavy oil,1995
Car,1,1,Petrol,2494
Car,13,1,Petrol,1598
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1998
Car,2,1,Petrol,1242
Motorcycle 125cc and under,7,1,Petrol,124
Car,10,1,Petrol,1124
Car,2,1,Petrol,1997
Car,10,1,Petrol,1493
Car,8,1,Petrol/Gas (LPG),1400
Car,7,1,Heavy oil,1905
Car,11,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,1905
Car,4,1,Petrol,1596
Car,2,1,Petrol,1497
Car,8,1,Petrol,1596
Car,2,1,Petrol,1497
Car,8,1,Petrol,1596
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2496
Car,9,1,Heavy oil,1527
Car,9,1,Heavy oil,1527
Car,14,1,Petrol,1392
Car,8,1,Petrol,1998
Car,8,1,Petrol,1390
Car,16,1,Petrol,1781
Car,3,1,Petrol,1988
Car,1,1,Petrol,698
Car,6,1,Petrol,2946
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2499
Car,9,1,Petrol,1149
Car,12,1,Petrol,998
Car,8,1,Petrol,1242
Car,12,1,Petrol,1389
Car,1,1,Petrol,1343
Car,1,1,Petrol,1343
Car,5,1,Heavy oil,1974
Car,4,1,Petrol,1796
Car,10,1,Petrol,1597
Car,11,1,Heavy oil,2200
Car,6,1,Petrol,1289
Car,6,1,Petrol,998
Car,15,1,Petrol,1235
Car,7,1,Petrol,1598
Motorcycle 125cc and under,1,1,Petrol,124
Car,4,1,Petrol,1984
Car,12,1,Heavy oil,1753
Car,2,1,Petrol,1339
Car,1,1,Petrol,1242
Car,14,1,Petrol,1390
Car,10,1,Petrol,2000
Car,1,1,Petrol,998
Car,11,1,Heavy oil,1905
Car,2,1,Heavy oil,1398
Car,2,1,Heavy oil,1398
Van / Goods 3.5 tonnes mgw or under,10,1,Heavy oil,1929
Car,10,1,Heavy oil,1905
Car,7,1,Petrol,1598
Car,12,1,Heavy oil,1686
Car,13,1,Petrol,1781
Goods over 3.5t. and under 7.5t,8,1,Heavy oil,3972
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2459
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2459
Car,12,1,Petrol,1592
Car,8,1,Petrol,1948
Car,7,1,Petrol,1948
Car,5,1,Petrol,1597
Car,4,1,Petrol,1997
Car,1,1,Petrol,1997
Car,15,1,Petrol,1796
Car,4,1,Heavy oil,1868
Motorcycle 125cc and under,8,1,Petrol,124
Car,2,1,Petrol,1396
Car,1,1,Petrol,2597
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2496
Car,11,1,Petrol,1797
Car,11,1,Petrol,1360
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1998
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1998
Car,11,1,Petrol,2494
Car,13,1,Petrol,1587
Car,9,1,Heavy oil,1527
Car,9,1,Heavy oil,1527
Car,8,1,Petrol,1796
Car,8,1,Petrol,1796
Car,8,1,Petrol,1796
Car,5,1,Petrol,1587
Car,6,1,Petrol,1396
Car,6,1,Petrol,1396
Car,14,1,Heavy oil,1974
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2500
Car,14,1,Heavy oil,1974
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2500
Motorcycle over 500cc,13,1,Petrol,749
Car,3,1,Heavy oil,1870
Car,9,1,Petrol,1597
Car,10,1,Petrol,1587
Motorcycle 125cc and under,4,1,Petrol,124
Car,3,1,Petrol,1298
Car,1,1,Heavy oil,1910
Car,16,1,Petrol,1997
Car,1,1,Petrol,1199
Car,1,1,Petrol,1199
Motorcycle 125cc and under,10,1,Petrol,124
Car,7,1,Petrol,1997
Motorcycle over 500cc,7,1,Petrol,599
Car,8,1,Petrol,2319
Car,1,1,Petrol,1598
Car,12,1,Petrol,1997
Car,6,1,Petrol,1396
Car,6,1,Petrol,1396
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,5,1,Petrol,1598
Motorcycle over 500cc,7,1,Petrol,600
Car,15,1,Petrol,2962
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,1753
Car,15,1,Heavy oil,1905
Car,13,1,Petrol,1400
Car,16,1,Petrol,1597
Car,1,1,Petrol,998
Car,7,1,Petrol,1597
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2496
Car,11,1,Petrol,1998
Car,9,1,Heavy oil,1905
Car,1,1,Petrol,1240
Car,12,1,Petrol,1781
Car,1,1,Petrol,1360
Car,11,1,Petrol,1794
Car,9,1,Petrol,1341
Car,5,1,Petrol,1600
Car,5,1,Petrol,1600
Car,5,1,Petrol,1600
Car,7,1,Petrol,1597
Car,8,1,Petrol,998
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2148
Car,3,1,Petrol,1596
Car,9,1,Petrol,1108
Car,9,1,Petrol,1108
Car,10,1,Petrol,1589
Car,5,1,Petrol,1796
Car,9,1,Petrol,2156
Car,1,1,Petrol,1368
Car,5,1,Petrol,1796
Car,9,1,Petrol,2156
Car,1,1,Petrol,1368
Car,5,1,Petrol,1796
Car,9,1,Petrol,2156
Car,1,1,Petrol,1368
Car,5,1,Petrol,1796
Car,9,1,Petrol,2156
Car,1,1,Petrol,1368
Car,5,1,Petrol,1796
Car,9,1,Petrol,2156
Car,1,1,Petrol,1368
Taxi/Private hire car,2,1,Heavy oil,2402
Taxi/Private hire car,2,1,Heavy oil,2402
Car,2,1,Petrol,1598
Car,17,1,Petrol,1270
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1998
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1998
Car,8,1,Petrol,1762
Car,9,1,Petrol,1299
Car,9,1,Petrol,1598
Car,10,1,Petrol,1589
Car,5,1,Petrol,1388
Motorcycle over 125cc and up to 500cc,7,1,Petrol,499
Car,9,1,Petrol,1994
Motorcycle 125cc and under,5,1,Petrol,124
Car,3,1,Petrol,2494
Car,9,1,Petrol,1392
Car,9,1,Petrol,1392
Car,8,1,Petrol,2290
Car,4,1,Petrol,993
Car,4,1,Petrol,993
Motorcycle over 125cc and up to 500cc,6,1,Petrol,1600
Car,1,1,Heavy oil,1995
Motorcycle over 125cc and up to 500cc,6,1,Petrol,499
Car,4,1,Heavy oil,2982
