,Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
4237,Car,1.0,1.0,Petrol,1149.0
4240,Car,10.0,1.0,Petrol,1120.0
4241,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,2148.0
4242,Car,4.0,1.0,Petrol,1242.0
4244,Motorcycle over 500cc,1.0,1.0,Petrol,996.0
4247,Motorcycle over 125cc and up to 500cc,11.0,1.0,Petrol,399.0
4248,Car,4.0,1.0,Petrol,1598.0
4249,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
4250,Motorcycle over 500cc,3.0,1.0,Petrol,652.0
4251,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
4253,Car,7.0,1.0,Heavy oil,1997.0
4254,Motorcycle over 125cc and up to 500cc,7.0,1.0,Petrol,499.0
4255,Motorcycle over 500cc,2.0,1.0,Petrol,1165.0
4256,Car,9.0,1.0,Petrol,1984.0
4257,Motorcycle over 500cc,6.0,1.0,Petrol,600.0
4261,Car,5.0,1.0,Petrol,1000.0
4262,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
4265,Car,11.0,1.0,Petrol,1493.0
4266,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
4267,Car,4.0,1.0,Petrol,1299.0
4268,Motorcycle over 125cc and up to 500cc,1.0,1.0,Petrol,499.0
4271,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
4275,Motorcycle over 500cc,2.0,1.0,Petrol,955.0
4281,Car,2.0,1.0,Petrol,2198.0
4282,Car,3.0,1.0,Petrol,1124.0
4284,Car,10.0,1.0,Petrol,954.0
4285,Car,15.0,1.0,Petrol,1117.0
4286,Car,1.0,1.0,Petrol,1388.0
4287,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
4288,Car,4.0,1.0,Heavy oil,1995.0
4289,Car,6.0,1.0,Petrol,1598.0
4291,Motorcycle over 500cc,5.0,1.0,Petrol,600.0
4294,Car,10.0,1.0,Petrol,1389.0
4296,Car,6.0,1.0,Petrol,1388.0
4297,Car,9.0,1.0,Heavy oil,2663.0
4298,Car,7.0,1.0,Petrol,1349.0
4299,Car,7.0,1.0,Petrol,1349.0
4300,Car,4.0,1.0,Petrol,1997.0
4301,Car,1.0,1.0,Petrol,1598.0
4302,Car,11.0,1.0,Petrol,1984.0
4303,Car,6.0,1.0,Petrol,1588.0
4304,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
4305,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
4306,Car,4.0,1.0,Petrol,1840.0
4309,Car,11.0,1.0,Petrol,998.0
4310,Car,11.0,1.0,Petrol,998.0
4311,Car,11.0,1.0,Petrol,998.0
4312,Motorcycle over 125cc and up to 500cc,5.0,1.0,Petrol,498.0
4313,Car,7.0,1.0,Petrol,973.0
4315,Car,2.0,1.0,Petrol,973.0
4316,Car,2.0,1.0,Petrol,973.0
4317,Car,2.0,1.0,Petrol,973.0
4319,Car,6.0,1.0,Petrol,1598.0
4321,Taxi/Private hire car,15.0,1.0,Heavy oil,2664.0
4322,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,1896.0
4324,Car,7.0,1.0,Petrol,796.0
4325,Car,13.0,1.0,Petrol,1587.0
4326,Car,13.0,1.0,Petrol,1587.0
4329,Car,10.0,1.0,Petrol,1991.0
4332,Car,7.0,1.0,Petrol,1752.0
4334,Car,10.0,1.0,Petrol,1196.0
4335,Car,10.0,1.0,Petrol,1196.0
4336,Motorcycle over 500cc,6.0,1.0,Petrol,645.0
4341,Car,7.0,1.0,Petrol,1994.0
4342,Car,1.0,1.0,Petrol,1796.0
4343,Motorcycle over 125cc and up to 500cc,3.0,1.0,Petrol,498.0
4344,Motorcycle over 500cc,5.0,1.0,Petrol,645.0
4345,Car,4.0,1.0,Petrol,2946.0
4346,Motorcycle 125cc and under,16.0,1.0,Petrol,85.0
4347,Car,4.0,1.0,Petrol,1596.0
4348,Motorcycle 125cc and under,3.0,1.0,Petrol,100.0
4350,Car,7.0,1.0,Petrol,1392.0
4351,Car,7.0,1.0,Petrol,1392.0
4352,Car,7.0,1.0,Petrol,1392.0
4353,Car,6.0,1.0,Petrol,1998.0
4355,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
4356,Motorcycle over 500cc,5.0,1.0,Petrol,850.0
4358,Car,5.0,1.0,Heavy oil,1896.0
4360,Car,8.0,1.0,Petrol,2438.0
4361,Taxi/Private hire car,2.0,1.0,Heavy oil,2402.0
4362,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
4367,Car,7.0,1.0,Petrol,1985.0
4368,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
4370,Car,2.0,1.0,Petrol,1242.0
4371,Car,14.0,1.0,Petrol,1590.0
4373,Motorcycle 125cc and under,22.0,1.0,Petrol,124.0
4377,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
4379,Car,3.0,1.0,Heavy oil,1910.0
4380,Car,7.0,1.0,Petrol,1998.0
4382,Car,4.0,1.0,Petrol,1596.0
4383,Motorcycle over 125cc and up to 500cc,7.0,1.0,Petrol,499.0
4384,Car,13.0,1.0,Heavy oil,2200.0
4385,Car,9.0,1.0,Petrol,1390.0
4386,Car,2.0,1.0,Petrol,1796.0
4389,Car,7.0,1.0,Heavy oil,1753.0
4390,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
4392,Car,3.0,1.0,Petrol,1390.0
4393,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
4394,Car,1.0,1.0,Petrol,1596.0
4396,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
4397,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
4399,Car,4.0,1.0,Petrol,1794.0
4400,Car,4.0,1.0,Petrol,1794.0
4401,Car,4.0,1.0,Petrol,1794.0
4402,Car,3.0,1.0,Petrol,1796.0
4403,Taxi/Private hire car,4.0,1.0,Heavy oil,1997.0
4405,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
4406,Car,13.0,1.0,Heavy oil,1769.0
4407,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,2402.0
4409,Taxi/Private hire car,15.0,1.0,Heavy oil,2664.0
4412,Car,4.0,1.0,Petrol,1988.0
4413,Car,4.0,1.0,Petrol,1988.0
4414,Motorcycle 125cc and under,6.0,1.0,Petrol,125.0
4415,Motorcycle 125cc and under,6.0,1.0,Petrol,125.0
4416,Motorcycle over 500cc,4.0,1.0,Petrol,599.0
4417,Motorcycle over 125cc and up to 500cc,3.0,1.0,Petrol,1402.0
4418,Car,5.0,1.0,Heavy oil,1868.0
4420,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
4421,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
4422,Car,5.0,1.0,Heavy oil,1974.0
4423,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
4424,Car,12.0,1.0,Petrol,1392.0
4426,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
4430,Car,1.0,1.0,Petrol,1598.0
4431,Car,8.0,1.0,Petrol,1391.0
4432,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
4433,Car,10.0,1.0,Petrol,1196.0
4434,Car,10.0,1.0,Petrol,1996.0
4436,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
4438,Taxi/Private hire car,7.0,1.0,Heavy oil,2664.0
4439,Car,12.0,1.0,Petrol,1991.0
4440,Car,8.0,1.0,Petrol,1599.0
4441,Car,7.0,1.0,Petrol,1997.0
4443,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,6370.0
4446,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
4447,Car,4.0,1.0,Petrol,1299.0
4449,Car,11.0,1.0,Petrol,1196.0
4450,Car,17.0,1.0,Petrol,1397.0
4451,Car,7.0,1.0,Petrol,1598.0
4453,Car,8.0,1.0,Petrol,1799.0
4454,Car,8.0,1.0,Petrol,1799.0
4456,Motorcycle over 500cc,6.0,1.0,Petrol,535.0
4459,Motorcycle over 500cc,4.0,1.0,Petrol,599.0
4464,Car,12.0,1.0,Petrol,1597.0
4465,Motorcycle over 500cc,4.0,1.0,Petrol,955.0
4466,Van / Goods 3.5 tonnes mgw or under,10.0,1.0,Heavy oil,1753.0
4467,Car,3.0,1.0,Heavy oil,1398.0
4468,Car,6.0,1.0,Petrol,1124.0
4470,Car,6.0,1.0,Petrol,1896.0
4471,Car,6.0,1.0,Petrol,1896.0
4472,Car,6.0,1.0,Petrol,1896.0
4473,Car,11.0,1.0,Petrol,1493.0
4475,Car,9.0,1.0,Petrol,1396.0
4477,Car,10.0,1.0,Petrol,1796.0
4478,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
4479,Motorcycle over 500cc,2.0,1.0,Petrol,645.0
4480,Car,3.0,1.0,Petrol,1794.0
4481,Car,6.0,1.0,Petrol,1360.0
4482,Motorcycle over 500cc,8.0,1.0,Petrol,1084.0
4483,Car,16.0,1.0,Petrol,1118.0
4484,Car,16.0,1.0,Petrol,1118.0
4485,Car,16.0,1.0,Petrol,1118.0
4486,Car,3.0,1.0,Petrol,1299.0
4487,Car,9.0,1.0,Petrol,1996.0
4489,Motorcycle over 500cc,4.0,1.0,Petrol,599.0
4497,Motorcycle over 500cc,3.0,1.0,Petrol,600.0
4499,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
4501,Car,4.0,1.0,Petrol,1396.0
4502,Car,3.0,1.0,Petrol,1997.0
4506,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
4508,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
4509,Van / Goods 3.5 tonnes mgw or under,3.0,1.0,Petrol,2295.0
4510,Motorcycle over 500cc,1.0,1.0,Petrol,1137.0
4513,Car,5.0,1.0,Petrol,1587.0
4515,Motorcycle over 500cc,3.0,1.0,Petrol,996.0
4521,Car,8.0,1.0,Petrol,1597.0
4523,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,6370.0
4526,Motorcycle over 125cc and up to 500cc,3.0,1.0,Petrol,499.0
4527,Motorcycle 125cc and under,1.0,1.0,Petrol,102.0
4530,Motorcycle over 500cc,1.0,1.0,Petrol,645.0
4531,Motorcycle over 500cc,1.0,1.0,Petrol,645.0
4532,Car,9.0,1.0,Petrol,1994.0
4533,Car,8.0,1.0,Petrol,1341.0
4534,Car,8.0,1.0,Petrol,1341.0
4535,Car,5.0,1.0,Petrol,2295.0
4538,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
4540,Car,8.0,1.0,Heavy oil,1905.0
4541,Taxi/Private hire car,3.0,1.0,Heavy oil,2446.0
4542,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,2402.0
4545,Car,5.0,1.0,Petrol,1998.0
4548,Car,9.0,1.0,Heavy oil,1905.0
4549,Car,9.0,1.0,Heavy oil,1905.0
4552,Car,8.0,1.0,Petrol,1597.0
4553,Car,4.0,1.0,Petrol,1747.0
4554,Car,4.0,1.0,Petrol,1747.0
4555,Car,4.0,1.0,Petrol,1747.0
4556,Motorcycle over 500cc,4.0,1.0,Petrol,599.0
4558,Car,3.0,1.0,Petrol,1984.0
4559,Car,2.0,1.0,Petrol,1796.0
4560,Car,7.0,1.0,Petrol,1998.0
4561,Car,7.0,1.0,Petrol,1989.0
4565,Car,11.0,1.0,Petrol,1118.0
4566,Car,9.0,1.0,Petrol,1598.0
4567,Car,10.0,1.0,Petrol,1991.0
4568,Car,10.0,1.0,Petrol,1991.0
4569,Motorcycle over 500cc,3.0,1.0,Petrol,599.0
4570,Car,6.0,1.0,Petrol,1390.0
4571,Car,4.0,1.0,Petrol,1299.0
4578,Car,11.0,1.0,Petrol,1597.0
4579,Car,8.0,1.0,Heavy oil,1994.0
4580,Van / Goods 3.5 tonnes mgw or under,4.0,1.0,Heavy oil,1686.0
4581,Car,3.0,1.0,Petrol,1360.0
4582,Car,5.0,1.0,Petrol,1242.0
4583,Car,8.0,1.0,Heavy oil,2996.0
4584,Car,8.0,1.0,Heavy oil,1905.0
4587,Car,10.0,1.0,Heavy oil,1753.0
4588,Car,12.0,1.0,Petrol,1392.0
4589,Car,11.0,1.0,Petrol,3969.0
4590,Motorcycle 125cc and under,3.0,1.0,Petrol,125.0
4592,Car,10.0,1.0,Petrol,1299.0
4593,Minibus (8 - 16 passenger seats),7.0,1.0,Heavy oil,2874.0
4594,Car,5.0,1.0,Heavy oil,1997.0
4599,Car,15.0,1.0,Petrol,1781.0
4600,Car,15.0,1.0,Petrol,1781.0
4601,Car,4.0,1.0,Petrol,1783.0
4602,Car,6.0,1.0,Heavy oil,1753.0
4603,Car,2.0,1.0,Heavy oil,3222.0
4604,Bus or coach (17 or more pass seats),7.0,1.0,Heavy oil,-1.0
4605,Bus or coach (17 or more pass seats),7.0,1.0,Heavy oil,-1.0
4611,Car,1.0,1.0,Petrol,1229.0
4612,Car,13.0,1.0,Petrol,1984.0
4613,Car,9.0,1.0,Heavy oil,1896.0
4616,Car,2.0,1.0,Petrol,4966.0
4619,Car,15.0,1.0,Petrol,998.0
4620,Car,10.0,1.0,Petrol,1500.0
4621,Car,9.0,1.0,Petrol,1497.0
4625,Car,12.0,1.0,Petrol,1998.0
4627,Bus or coach (17 or more pass seats),7.0,1.0,Heavy oil,5883.0
4628,Bus or coach (17 or more pass seats),7.0,1.0,Heavy oil,5883.0
4630,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,11000.0
4631,Car,12.0,1.0,Petrol,1998.0
4633,Car,6.0,1.0,Petrol,1299.0
4635,Car,10.0,1.0,Petrol,998.0
4637,Car,17.0,1.0,Petrol,1596.0
4638,Motorcycle 125cc and under,1.0,1.0,Petrol,102.0
4639,Car,7.0,1.0,Petrol,2995.0
4641,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
4642,Motorcycle over 500cc,1.0,1.0,Petrol,955.0
4643,Motorcycle 125cc and under,1.0,1.0,Petrol,102.0
4644,Car,10.0,1.0,Petrol,1391.0
4645,Car,11.0,1.0,Petrol,1396.0
4646,Car,13.0,1.0,Petrol,1998.0
4647,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
4648,Car,14.0,1.0,Petrol,1998.0
4651,Van / Goods 3.5 tonnes mgw or under,18.0,1.0,Heavy oil,2404.0
4652,Car,5.0,1.0,Petrol,3199.0
4653,Car,5.0,1.0,Heavy oil,2499.0
4656,Car,1.0,1.0,Petrol,1229.0
4657,Car,5.0,1.0,Petrol,1396.0
4658,Car,13.0,1.0,Petrol,1596.0
4659,Car,13.0,1.0,Petrol,1598.0
4660,Car,9.0,1.0,Petrol,1493.0
4661,Car,3.0,1.0,Petrol,1360.0
4662,Car,9.0,1.0,Petrol,1840.0
4665,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
4668,Car,2.0,1.0,Petrol,1108.0
4670,Car,2.0,1.0,Petrol,1388.0
4671,Car,2.0,1.0,Petrol,1388.0
4672,Car,5.0,1.0,Petrol,1970.0
4673,Motorcycle 125cc and under,1.0,1.0,Petrol,102.0
4674,Car,7.0,1.0,Petrol,1392.0
4675,Car,7.0,1.0,Petrol,1392.0
4676,Car,4.0,1.0,Petrol,1587.0
4677,Car,4.0,1.0,Petrol,1587.0
4678,Car,8.0,1.0,Petrol,1587.0
4679,Car,12.0,1.0,Petrol,1389.0
4681,Car,9.0,1.0,Petrol,1994.0
4682,Car,9.0,1.0,Petrol,1196.0
4683,Car,12.0,1.0,Heavy oil,1870.0
4684,Car,13.0,1.0,Petrol,1998.0
4686,Car,13.0,1.0,Petrol,1984.0
4687,Car,7.0,1.0,Petrol,1988.0
4688,Car,9.0,1.0,Petrol,1598.0
4689,Van / Goods 3.5 tonnes mgw or under,12.0,1.0,Petrol,1994.0
4690,Car,11.0,1.0,Petrol,1597.0
4691,Car,7.0,1.0,Petrol,1998.0
4692,Car,7.0,1.0,Petrol,1998.0
4693,Car,12.0,1.0,Petrol,1196.0
4694,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
4696,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
4698,Motorcycle over 125cc and up to 500cc,5.0,1.0,Petrol,176.0
4700,Car,2.0,1.0,Heavy oil,2685.0
4701,Car,9.0,1.0,Petrol,1796.0
4704,Car,12.0,1.0,Petrol,2497.0
4705,Car,5.0,1.0,Petrol,1199.0
4706,Car,5.0,1.0,Petrol,1199.0
4707,Car,13.0,1.0,Petrol,2969.0
4708,Car,5.0,1.0,Heavy oil,1900.0
4710,Car,10.0,1.0,Petrol,1389.0
4712,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
4714,Car,2.0,1.0,Petrol,1299.0
4716,Car,8.0,1.0,Petrol,1595.0
4717,Car,10.0,1.0,Petrol,1119.0
4718,Car,8.0,1.0,Petrol,1988.0
4719,Car,9.0,1.0,Petrol,1896.0
4720,Car,9.0,1.0,Petrol,1896.0
4721,Car,1.0,1.0,Heavy oil,1896.0
4722,Taxi/Private hire car,3.0,1.0,Heavy oil,2402.0
4725,Car,3.0,1.0,Petrol,1242.0
4726,Car,7.0,1.0,Petrol,1587.0
4727,Car,7.0,1.0,Petrol,1587.0
4730,Car,4.0,1.0,Petrol,1124.0
4731,Car,3.0,1.0,Petrol,1596.0
4733,Car,7.0,1.0,Petrol,1120.0
4735,Car,8.0,1.0,Petrol,973.0
4736,Car,6.0,1.0,Petrol,1324.0
4737,Car,4.0,1.0,Petrol,1390.0
4739,Car,2.0,1.0,Petrol,1390.0
4741,Car,5.0,1.0,Petrol,1997.0
4742,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,5900.0
4743,Car,7.0,1.0,Petrol,2793.0
4745,Car,14.0,1.0,Petrol,1997.0
4747,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,2500.0
4748,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,2500.0
4749,Car,4.0,1.0,Petrol,1596.0
4750,Car,8.0,1.0,Heavy oil,1527.0
4752,Car,10.0,1.0,Petrol,1597.0
4756,Car,7.0,1.0,Petrol,1149.0
4757,Car,6.0,1.0,Petrol,1800.0
4762,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,5900.0
4763,Car,7.0,1.0,Petrol,1598.0
4764,Car,4.0,1.0,Petrol,998.0
4765,Car,10.0,1.0,Petrol,2544.0
4767,Car,2.0,1.0,Petrol,1240.0
4768,Motorcycle 125cc and under,1.0,1.0,Petrol,102.0
4769,Car,1.0,1.0,Petrol,1299.0
4770,Car,4.0,1.0,Petrol,1242.0
4771,Car,4.0,1.0,Petrol,1242.0
4772,Car,8.0,1.0,Petrol,1597.0
4773,Car,12.0,1.0,Heavy oil,1396.0
4774,Car,5.0,1.0,Petrol,1998.0
4775,Car,6.0,1.0,Petrol,1242.0
4776,Car,15.0,1.0,Petrol,1998.0
4777,Car,5.0,1.0,Petrol,1396.0
4778,Car,5.0,1.0,Petrol,1149.0
4779,Car,5.0,1.0,Petrol,1149.0
4782,Car,5.0,1.0,Petrol,1988.0
4784,Car,3.0,1.0,Petrol,1794.0
4785,Car,3.0,1.0,Petrol,1596.0
4786,Car,3.0,1.0,Petrol,1595.0
4792,Motorcycle 50cc and under,4.0,1.0,Petrol,49.0
4795,Motorcycle 50cc and under,7.0,1.0,Petrol,49.0
4797,Car,8.0,1.0,Petrol,1493.0
4798,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
4799,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
4803,Car,3.0,1.0,Petrol,1596.0
4804,Car,2.0,1.0,Heavy oil,1997.0
4806,Car,6.0,1.0,Petrol,1242.0
4807,Car,9.0,1.0,Petrol,1799.0
4808,Car,12.0,1.0,Petrol,1235.0
4809,Car,14.0,1.0,Petrol,1597.0
4814,Car,8.0,1.0,Petrol,1493.0
4815,Car,11.0,1.0,Petrol,1587.0
4816,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
4817,Car,3.0,1.0,Petrol,1796.0
4822,Car,7.0,1.0,Petrol,1781.0
4824,Car,5.0,1.0,Petrol,1998.0
4825,Car,1.0,1.0,Petrol,1796.0
4826,Car,10.0,1.0,Petrol,2165.0
4833,Motorcycle over 500cc,2.0,1.0,Petrol,748.0
4834,Car,9.0,1.0,Petrol,1996.0
4836,Car,7.0,1.0,Petrol,1597.0
4837,Car,9.0,1.0,Heavy oil,1975.0
4838,Car,8.0,1.0,Heavy oil,1753.0
4839,Car,2.0,1.0,Petrol,1124.0
4840,Car,16.0,1.0,Petrol,1297.0
4841,Car,12.0,1.0,Petrol,1984.0
4842,Car,11.0,1.0,Petrol,1991.0
4843,Car,1.0,1.0,Petrol,1599.0
4844,Motorcycle 125cc and under,8.0,1.0,Petrol,100.0
4846,Car,14.0,1.0,Petrol,1388.0
4847,Car,6.0,1.0,Petrol,1783.0
4848,Car,8.0,1.0,Petrol,1587.0
4851,Car,3.0,1.0,Petrol,1242.0
4852,Car,1.0,1.0,Petrol,1596.0
4853,Car,1.0,1.0,Petrol,1596.0
4854,Car,4.0,1.0,Petrol,1796.0
4856,Motorcycle 125cc and under,6.0,1.0,Petrol,85.0
4857,Car,2.0,1.0,Petrol,1388.0
4859,Car,11.0,1.0,Petrol,1597.0
4861,Motorcycle 125cc and under,5.0,1.0,Petrol,50.0
4862,Motorcycle 125cc and under,5.0,1.0,Petrol,50.0
4864,Car,5.0,1.0,Petrol,1199.0
4865,Car,5.0,1.0,Petrol,1199.0
4867,Car,3.0,1.0,Petrol,1769.0
4868,Other vehicle,8.0,1.0,Heavy oil,2500.0
4870,Car,11.0,1.0,Petrol,1796.0
4871,Car,10.0,1.0,Petrol,1596.0
4872,Car,10.0,1.0,Petrol,1596.0
4873,Car,9.0,1.0,Petrol,1762.0
4874,Car,6.0,1.0,Heavy oil,1974.0
4875,Car,14.0,1.0,Petrol,1597.0
4876,Car,2.0,1.0,Petrol,1242.0
4877,Car,2.0,1.0,Petrol,1242.0
4883,Taxi/Private hire car,4.0,1.0,Heavy oil,2664.0
4884,Car,10.0,1.0,Petrol,1587.0
4885,Car,10.0,1.0,Heavy oil,1905.0
4887,Motorcycle over 500cc,8.0,1.0,Petrol,599.0
4888,Car,8.0,1.0,Petrol,1493.0
4889,Car,9.0,1.0,Petrol,1275.0
4891,Motorcycle over 500cc,7.0,1.0,Petrol,892.0
4892,Car,7.0,1.0,Petrol,1997.0
4895,Car,15.0,1.0,Petrol,1781.0
4896,Car,6.0,1.0,Petrol,1332.0
4897,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,1753.0
4898,Car,7.0,1.0,Heavy oil,1896.0
4899,Car,7.0,1.0,Heavy oil,1896.0
4900,Car,9.0,1.0,Heavy oil,1527.0
4901,Car,7.0,1.0,Petrol,1120.0
4902,Car,10.0,1.0,Heavy oil,1700.0
4903,Car,9.0,1.0,Petrol,1799.0
4905,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
4906,Car,8.0,1.0,Petrol,1587.0
4907,Car,7.0,1.0,Petrol,1388.0
4908,Car,7.0,1.0,Petrol,1388.0
4910,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
4911,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
4912,Car,5.0,1.0,Petrol,1390.0
4913,Car,10.0,1.0,Petrol,1597.0
4914,Car,10.0,1.0,Petrol,1597.0
4916,Van / Goods 3.5 tonnes mgw or under,3.0,1.0,Heavy oil,2188.0
4918,Motorcycle 125cc and under,9.0,1.0,Petrol,124.0
4919,Car,7.0,1.0,Petrol,1299.0
4920,Car,5.0,1.0,Petrol,796.0
4922,Car,3.0,1.0,Petrol,1397.0
4923,Car,14.0,1.0,Petrol,1396.0
4924,Car,14.0,1.0,Petrol,1396.0
4925,Car,11.0,1.0,Petrol,1996.0
4926,Motorcycle over 500cc,1.0,1.0,Petrol,600.0
4927,Car,4.0,1.0,Petrol,1497.0
4929,Car,4.0,1.0,Petrol,1242.0
4931,Car,11.0,1.0,Petrol,1396.0
4932,Car,3.0,1.0,Petrol,1124.0
4934,Motorcycle over 125cc and up to 500cc,8.0,1.0,Petrol,234.0
4935,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
4937,Car,15.0,1.0,Petrol,1396.0
4941,Car,10.0,1.0,Heavy oil,2980.0
4942,Car,10.0,1.0,Heavy oil,2980.0
4943,Car,10.0,1.0,Heavy oil,2980.0
4944,Motorcycle 125cc and under,5.0,1.0,Petrol,113.0
4945,Motorcycle 125cc and under,5.0,1.0,Petrol,113.0
4946,Car,2.0,1.0,Petrol,1397.0
4947,Motorcycle 125cc and under,8.0,1.0,Petrol,124.0
4948,Car,3.0,1.0,Heavy oil,1870.0
4949,Car,14.0,1.0,Petrol,1998.0
4950,Car,1.0,1.0,Petrol,1360.0
4951,Car,9.0,1.0,Petrol,1171.0
4954,Car,10.0,1.0,Petrol,1597.0
4955,Motorcycle 125cc and under,1.0,1.0,Petrol,102.0
4957,Car,4.0,1.0,Petrol,1590.0
4958,Car,3.0,1.0,Petrol,1796.0
4965,Car,7.0,1.0,Petrol,1598.0
4966,Car,1.0,1.0,Petrol,1995.0
4967,Other vehicle,4.0,1.0,Electric,-1.0
4969,Car,16.0,1.0,Petrol,2200.0
4972,Car,5.0,1.0,Petrol,1275.0
4973,Car,9.0,1.0,Petrol,1598.0
4975,Car,7.0,1.0,Petrol,1299.0
4976,Car,5.0,1.0,Petrol,998.0
4977,Car,9.0,1.0,Petrol,1299.0
4978,Car,5.0,1.0,Petrol,1396.0
4979,Car,5.0,1.0,Petrol,1396.0
4980,Car,5.0,1.0,Petrol,1800.0
4982,Car,7.0,1.0,Petrol,1595.0
4984,Car,10.0,1.0,Heavy oil,2495.0
4985,Car,1.0,1.0,Petrol,1796.0
4991,Car,7.0,1.0,Petrol,1598.0
4992,Car,6.0,1.0,Petrol,1242.0
4995,Car,6.0,1.0,Petrol,1242.0
4996,Car,2.0,1.0,Petrol,1587.0
4997,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
4998,Car,1.0,1.0,Petrol,1596.0
5001,Car,12.0,1.0,Petrol,1796.0
5002,Car,8.0,1.0,Petrol,1108.0
5003,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
5004,Car,2.0,1.0,Petrol,1198.0
5005,Car,2.0,1.0,Petrol,1796.0
5006,Car,8.0,1.0,Petrol,1242.0
5010,Car,16.0,1.0,Petrol,1270.0
5011,Car,11.0,1.0,Heavy oil,2180.0
5014,Car,1.0,1.0,Petrol,1149.0
5016,Motorcycle over 500cc,21.0,1.0,Petrol,798.0
5017,Car,4.0,1.0,Petrol,1781.0
5019,Car,13.0,1.0,Petrol,1598.0
5020,Car,9.0,1.0,Petrol,998.0
5021,Car,12.0,1.0,Heavy oil,1699.0
5023,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
5027,Car,1.0,1.0,Petrol,1998.0
5028,Car,8.0,1.0,Petrol,1984.0
5029,Car,8.0,1.0,Petrol,1796.0
5030,Car,9.0,1.0,Petrol,1043.0
5031,Car,10.0,1.0,Petrol,1196.0
5032,Car,13.0,1.0,Petrol,1392.0
5033,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
5034,Car,5.0,1.0,Petrol,1895.0
5035,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
5036,Car,2.0,1.0,Petrol,1796.0
5037,Motorcycle over 500cc,9.0,1.0,Petrol,600.0
