,Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
9474,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
9477,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
9480,Motorcycle over 500cc,2.0,1.0,Petrol,599.0
9482,Car,10.0,1.0,Petrol,1998.0
9483,Car,12.0,1.0,Petrol,1299.0
9484,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
9486,Car,5.0,1.0,Petrol,999.0
9487,Car,11.0,1.0,Petrol,1998.0
9490,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
9491,Motorcycle over 500cc,4.0,1.0,Petrol,883.0
9492,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
9494,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
9495,Taxi/Private hire car,3.0,1.0,Heavy oil,2402.0
9496,Car,11.0,1.0,Petrol,1598.0
9497,Car,6.0,1.0,Petrol,1598.0
9501,Van / Goods 3.5 tonnes mgw or under,5.0,1.0,Heavy oil,1870.0
9502,Car,2.0,1.0,Petrol,1598.0
9503,Car,12.0,1.0,Petrol,1275.0
9508,Car,17.0,1.0,Petrol,1297.0
9509,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,7300.0
9510,Car,18.0,1.0,Petrol,1781.0
9512,Car,10.0,1.0,Petrol,1998.0
9514,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
9517,Car,9.0,1.0,Petrol,1796.0
9519,Car,2.0,1.0,Petrol,1299.0
9523,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
9524,Motorcycle over 500cc,3.0,1.0,Petrol,645.0
9525,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
9526,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,7300.0
9527,Car,4.0,1.0,Petrol,1390.0
9528,Motorcycle over 125cc and up to 500cc,2.0,1.0,Petrol,198.0
9529,Motorcycle over 500cc,2.0,1.0,Petrol,636.0
9530,Motorcycle 125cc and under,8.0,1.0,Petrol,124.0
9531,Motorcycle over 500cc,18.0,1.0,Petrol,999.0
9533,Car,13.0,1.0,Petrol,3980.0
9534,Motorcycle 125cc and under,4.0,1.0,Petrol,125.0
9535,Motorcycle over 500cc,1.0,1.0,Petrol,781.0
9540,Car,6.0,1.0,Petrol,1299.0
9541,Car,10.0,1.0,Petrol,993.0
9542,Motorcycle over 125cc and up to 500cc,24.0,1.0,Petrol,249.0
9543,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,3900.0
9544,Car,4.0,1.0,Petrol,1781.0
9546,Van / Goods 3.5 tonnes mgw or under,4.0,1.0,Heavy oil,2402.0
9547,Car,4.0,1.0,Petrol,1769.0
9548,Car,4.0,1.0,Petrol,1769.0
9549,Car,4.0,1.0,Petrol,1769.0
9550,Car,6.0,1.0,Petrol,1970.0
9551,Car,6.0,1.0,Petrol,1970.0
9552,Car,4.0,1.0,Petrol,1390.0
9553,Car,3.0,1.0,Petrol,1749.0
9555,Car,6.0,1.0,Petrol,1388.0
9556,Car,6.0,1.0,Petrol,1388.0
9557,Car,3.0,1.0,Petrol,2494.0
9559,Car,5.0,1.0,Petrol,1796.0
9560,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
9569,Bus or coach (17 or more pass seats),12.0,1.0,Heavy oil,-1.0
9570,Motorcycle over 500cc,2.0,1.0,Petrol,955.0
9571,Car,2.0,1.0,Petrol,1796.0
9572,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
9575,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
9576,Car,15.0,1.0,Petrol,1235.0
9577,Car,9.0,1.0,Petrol,1389.0
9578,Car,9.0,1.0,Petrol,1108.0
9579,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
9580,Car,8.0,1.0,Petrol,1242.0
9581,Car,4.0,1.0,Heavy oil,1997.0
9582,Car,4.0,1.0,Heavy oil,1997.0
9584,Motorcycle over 500cc,1.0,1.0,Petrol,645.0
9585,Motorcycle 125cc and under,13.0,1.0,Petrol,85.0
9588,Motorcycle 125cc and under,15.0,1.0,Petrol,124.0
9589,Motorcycle over 500cc,1.0,1.0,Petrol,998.0
9590,Car,1.0,1.0,Petrol,1600.0
9591,Car,6.0,1.0,Petrol,1397.0
9594,Car,2.0,1.0,Petrol,1596.0
9595,Motorcycle 125cc and under,5.0,1.0,Petrol,85.0
9596,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
9597,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
9598,Car,1.0,1.0,Petrol,1988.0
9599,Taxi/Private hire car,10.0,1.0,Heavy oil,2184.0
9602,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
9603,Car,7.0,1.0,Petrol,1332.0
9604,Car,7.0,1.0,Petrol,1332.0
9605,Car,8.0,1.0,Petrol,1998.0
9606,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
9608,Motorcycle 125cc and under,6.0,1.0,Petrol,124.0
9610,Car,1.0,1.0,Petrol,1839.0
9612,Car,14.0,1.0,Petrol,1781.0
9613,Car,9.0,1.0,Petrol,1389.0
9614,Car,14.0,1.0,Petrol,1597.0
9615,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
9616,Car,1.0,1.0,Heavy oil,2148.0
9622,Car,5.0,1.0,Petrol,999.0
9624,Motorcycle over 500cc,7.0,1.0,Petrol,900.0
9625,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,6370.0
9626,Motorcycle over 500cc,9.0,1.0,Petrol,599.0
9629,Car,9.0,1.0,Petrol,1120.0
9633,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
9634,Car,17.0,1.0,Petrol,1990.0
9638,Car,2.0,1.0,Petrol,1388.0
9639,Car,2.0,1.0,Petrol,1388.0
9640,Car,13.0,1.0,Petrol,1295.0
9641,Car,9.0,1.0,Petrol,1597.0
9642,Motorcycle over 500cc,8.0,1.0,Petrol,850.0
9644,Car,2.0,1.0,Heavy oil,1896.0
9645,Car,3.0,1.0,Petrol,1796.0
9647,Car,11.0,1.0,Petrol,1275.0
9648,Car,9.0,1.0,Petrol,1988.0
9650,Car,3.0,1.0,Heavy oil,1686.0
9651,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,-1.0
9652,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
9653,Car,7.0,1.0,Petrol,1998.0
9654,Car,9.0,1.0,Petrol,1389.0
9655,Car,4.0,1.0,Petrol,3400.0
9656,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,2300.0
9657,Car,8.0,1.0,Petrol,1242.0
9659,Motorcycle over 500cc,10.0,1.0,Petrol,883.0
9660,Car,5.0,1.0,Petrol,1242.0
9661,Car,7.0,1.0,Petrol,1998.0
9663,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
9664,Car,7.0,1.0,Heavy oil,2996.0
9665,Car,9.0,1.0,Heavy oil,1896.0
9666,Car,9.0,1.0,Heavy oil,1896.0
9667,Car,7.0,1.0,Petrol,1948.0
9668,Car,3.0,1.0,Petrol,1497.0
9669,Car,3.0,1.0,Petrol,1497.0
9670,Car,5.0,1.0,Petrol,1495.0
9672,Car,1.0,1.0,Heavy oil,1995.0
9674,Car,13.0,1.0,Petrol,1997.0
9677,Car,10.0,1.0,Petrol,1996.0
9679,Car,9.0,1.0,Petrol,2494.0
9680,Car,1.0,1.0,Heavy oil,1870.0
9681,Car,1.0,1.0,Heavy oil,1870.0
9682,Car,6.0,1.0,Petrol,1199.0
9683,Car,13.0,1.0,Petrol,1118.0
9684,Car,13.0,1.0,Petrol,1118.0
9685,Car,7.0,1.0,Petrol,1799.0
9686,Car,11.0,1.0,Petrol,1998.0
9687,Car,3.0,1.0,Petrol,1598.0
9688,Car,7.0,1.0,Heavy oil,1753.0
9689,Car,11.0,1.0,Petrol,1196.0
9690,Car,11.0,1.0,Heavy oil,2835.0
9693,Car,6.0,1.0,Heavy oil,1896.0
9694,Car,9.0,1.0,Petrol,1896.0
9695,Car,9.0,1.0,Petrol,1896.0
9696,Car,13.0,1.0,Petrol,1391.0
9697,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
9698,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
9699,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
9701,Car,2.0,1.0,Petrol,1199.0
9703,Car,4.0,1.0,Petrol,1149.0
9704,Car,9.0,1.0,Petrol,1834.0
9707,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,7300.0
9710,Car,1.0,1.0,Heavy oil,1995.0
9711,Car,6.0,1.0,Petrol,1149.0
9712,Motorcycle over 125cc and up to 500cc,1.0,1.0,Petrol,487.0
9714,Car,14.0,1.0,Petrol,1597.0
9715,Motorcycle 125cc and under,1.0,1.0,Petrol,49.0
9716,Car,8.0,1.0,Heavy oil,1870.0
9717,Motorcycle over 125cc and up to 500cc,16.0,1.0,Petrol,398.0
9718,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,7300.0
9719,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,7300.0
9720,Car,2.0,1.0,Heavy oil,1896.0
9722,Car,11.0,1.0,Petrol,1994.0
9723,Car,11.0,1.0,Petrol,1994.0
9724,Car,8.0,1.0,Petrol,999.0
9726,Car,4.0,1.0,Petrol,1596.0
9728,Car,16.0,1.0,Petrol,1295.0
9729,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
9730,Car,9.0,1.0,Petrol,1390.0
9733,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,3900.0
9734,Car,9.0,1.0,Petrol,1796.0
9735,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
9738,Car,5.0,1.0,Petrol,1589.0
9739,Car,6.0,1.0,Petrol,2435.0
9741,Car,15.0,1.0,Heavy oil,1714.0
9742,Car,7.0,1.0,Petrol,1597.0
9744,Car,2.0,1.0,Petrol,1149.0
9747,Car,5.0,1.0,Petrol,1783.0
9749,Car,8.0,1.0,Heavy oil,1994.0
9750,Car,3.0,1.0,Petrol,1124.0
9752,Car,4.0,1.0,Petrol,1390.0
9753,Car,8.0,1.0,Heavy oil,1896.0
9755,Car,10.0,1.0,Heavy oil,2495.0
9756,Car,3.0,1.0,Petrol,1149.0
9757,Car,7.0,1.0,Petrol,1998.0
9758,Car,7.0,1.0,Petrol,1781.0
9759,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,2461.0
9760,Car,6.0,1.0,Heavy oil,2495.0
9761,Car,12.0,1.0,Petrol,1389.0
9762,Motorcycle over 500cc,15.0,1.0,Petrol,583.0
9763,Car,9.0,1.0,Petrol,1389.0
9765,Car,3.0,1.0,Petrol,1199.0
9766,Car,3.0,1.0,Petrol,1199.0
9767,Car,8.0,1.0,Petrol,1597.0
9768,Car,12.0,1.0,Petrol,1597.0
9769,Motorcycle 125cc and under,3.0,1.0,Petrol,125.0
9770,Car,2.0,1.0,Petrol,1796.0
9772,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,3900.0
9773,Car,3.0,1.0,Petrol,1796.0
9774,Car,18.0,1.0,Petrol,1973.0
9775,Car,9.0,1.0,Petrol,1396.0
9778,Car,14.0,1.0,Petrol,1390.0
9779,Car,14.0,1.0,Petrol,1390.0
9780,Car,6.0,1.0,Petrol,1895.0
9781,Car,6.0,1.0,Petrol,1895.0
9783,Car,4.0,1.0,Petrol,1299.0
9785,Car,14.0,1.0,Petrol,1590.0
9786,Car,4.0,1.0,Petrol,1299.0
9788,Car,17.0,1.0,Petrol,1342.0
9789,Car,8.0,1.0,Petrol,1498.0
9790,Car,4.0,1.0,Petrol,1390.0
9791,Motorcycle 125cc and under,1.0,1.0,Petrol,100.0
9792,Car,10.0,1.0,Petrol,1799.0
9793,Car,4.0,1.0,Petrol,973.0
9797,Car,5.0,1.0,Petrol,1997.0
9798,Car,10.0,1.0,Petrol,1296.0
9799,Car,6.0,1.0,Petrol,1998.0
9800,Car,1.0,1.0,Heavy oil,1997.0
9802,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,3900.0
9803,Motorcycle 50cc and under,1.0,1.0,Petrol,49.0
9804,Car,7.0,1.0,Petrol,1389.0
9806,Car,1.0,1.0,Petrol,1240.0
9807,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
9808,Motorcycle over 500cc,1.0,1.0,Petrol,988.0
9809,Car,13.0,1.0,Petrol,1100.0
9811,Car,15.0,1.0,Petrol,1590.0
9812,Car,6.0,1.0,Petrol,1597.0
9814,Car,5.0,1.0,Petrol,1360.0
9816,Car,2.0,1.0,Heavy oil,2495.0
9817,Car,4.0,1.0,Petrol,1199.0
9818,Motorcycle over 500cc,7.0,1.0,Petrol,599.0
9819,Car,12.0,1.0,Petrol,1797.0
9820,Other vehicle,2.0,1.0,Heavy oil,2689.0
9821,Other vehicle,2.0,1.0,Heavy oil,2689.0
9822,Other vehicle,2.0,1.0,Heavy oil,2689.0
9823,Car,11.0,1.0,Petrol,1796.0
9825,Motorcycle over 500cc,4.0,1.0,Petrol,748.0
9827,Car,13.0,1.0,Petrol,1391.0
9829,Motorcycle over 500cc,3.0,1.0,Petrol,647.0
9830,Car,12.0,1.0,Petrol,1796.0
9831,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
9832,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,2402.0
9833,Car,7.0,1.0,Petrol,1360.0
9834,Car,4.0,1.0,Petrol,1497.0
9835,Car,18.0,1.0,Petrol,1781.0
9836,Car,18.0,1.0,Petrol,1781.0
9837,Car,4.0,1.0,Petrol,1360.0
9841,Car,11.0,1.0,Petrol,1389.0
9842,Motorcycle 50cc and under,3.0,1.0,Petrol,49.0
9844,Car,2.0,1.0,Petrol,1149.0
9845,Car,6.0,1.0,Petrol,1396.0
9846,Car,4.0,1.0,Petrol,1299.0
9847,Car,12.0,1.0,Petrol,1120.0
9850,Car,1.0,1.0,Petrol,1598.0
9853,Car,9.0,1.0,Petrol,1275.0
9854,Van / Goods 3.5 tonnes mgw or under,3.0,1.0,Heavy oil,2463.0
9855,Car,13.0,1.0,Petrol,1598.0
9856,Car,13.0,1.0,Petrol,1598.0
9857,Car,6.0,1.0,Heavy oil,1900.0
9858,Car,9.0,1.0,Petrol,1597.0
9860,Car,9.0,1.0,Petrol,1799.0
9861,Car,8.0,1.0,Petrol,1149.0
9862,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,2494.0
9863,Car,8.0,1.0,Petrol,1598.0
9864,Car,7.0,1.0,Petrol,1998.0
9865,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
9866,Motorcycle over 125cc and up to 500cc,2.0,1.0,Petrol,176.0
9869,Car,4.0,1.0,Petrol,2362.0
9872,Car,4.0,1.0,Petrol,2198.0
9873,Motorcycle 125cc and under,4.0,1.0,Petrol,125.0
9874,Car,13.0,1.0,Petrol,2494.0
9875,Car,4.0,1.0,Petrol,2435.0
9876,Car,4.0,1.0,Petrol,1397.0
9877,Car,4.0,1.0,Petrol,1397.0
9878,Car,12.0,1.0,Petrol,1781.0
9880,Car,7.0,1.0,Petrol,1242.0
9881,Car,6.0,1.0,Petrol,1332.0
9882,Car,6.0,1.0,Petrol,1242.0
9883,Car,12.0,1.0,Heavy oil,1488.0
9884,Car,10.0,1.0,Petrol,1391.0
9885,Car,10.0,1.0,Petrol,1391.0
9886,Car,10.0,1.0,Petrol,1119.0
9887,Car,10.0,1.0,Petrol,1119.0
9888,Car,6.0,1.0,Heavy oil,2151.0
9890,Car,16.0,1.0,Petrol,1117.0
9891,Car,16.0,1.0,Petrol,1117.0
9892,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
9896,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
9897,Van / Goods 3.5 tonnes mgw or under,6.0,1.0,Heavy oil,2283.0
9902,Car,10.0,1.0,Petrol,1332.0
9906,Car,3.0,1.0,Petrol,1781.0
9907,Car,3.0,1.0,Petrol,1781.0
9909,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,-1.0
9910,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,-1.0
9911,Car,1.0,1.0,Petrol,1242.0
9912,Car,5.0,1.0,Petrol,1149.0
9913,Car,18.0,1.0,Petrol,1490.0
9914,Car,6.0,1.0,Petrol,1799.0
9915,Car,9.0,1.0,Petrol,1120.0
9918,Car,9.0,1.0,Petrol,1390.0
9920,Car,2.0,1.0,Petrol,1598.0
9922,Car,5.0,1.0,Petrol,973.0
9924,Car,12.0,1.0,Petrol,1396.0
9925,Van / Goods 3.5 tonnes mgw or under,13.0,1.0,Heavy oil,2446.0
9927,Car,4.0,1.0,Petrol,1242.0
9928,Car,11.0,1.0,Petrol,1998.0
9929,Car,1.0,1.0,Petrol,1150.0
9930,Car,1.0,1.0,Petrol,1150.0
9931,Car,1.0,1.0,Petrol,1150.0
9932,Car,1.0,1.0,Petrol,1150.0
9933,Motorcycle over 500cc,7.0,1.0,Petrol,1157.0
9934,Goods over 3.5t. and under 7.5t,8.0,1.0,Heavy oil,588.0
9935,Car,10.0,1.0,Petrol,954.0
9937,Motorcycle over 500cc,12.0,1.0,Petrol,998.0
9938,Motorcycle 125cc and under,5.0,1.0,Petrol,125.0
9939,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
9940,Car,13.0,1.0,Petrol,1391.0
9941,Car,13.0,1.0,Petrol,1391.0
9943,Car,4.0,1.0,Petrol,1598.0
9945,Car,2.0,1.0,Heavy oil,1896.0
9946,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
9947,Motorcycle 125cc and under,15.0,1.0,Petrol,124.0
9948,Car,2.0,1.0,Petrol,1998.0
9951,Bus or coach (17 or more pass seats),7.0,1.0,Heavy oil,-1.0
9954,Car,2.0,1.0,Petrol,1984.0
9956,Car,1.0,1.0,Petrol,1199.0
9957,Car,1.0,1.0,Petrol,1199.0
9958,Car,7.0,1.0,Petrol,1489.0
9959,Car,3.0,1.0,Petrol,1586.0
9960,Car,5.0,1.0,Petrol,1199.0
9961,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
9963,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
9964,Car,8.0,1.0,Petrol,1108.0
9965,Car,6.0,1.0,Petrol,1597.0
9966,Car,14.0,1.0,Petrol,1360.0
9969,Motorcycle over 500cc,9.0,1.0,Petrol,937.0
9970,Car,2.0,1.0,Petrol,1598.0
9971,Car,2.0,1.0,Petrol,1598.0
9972,Motorcycle over 500cc,7.0,1.0,Petrol,599.0
9973,Car,1.0,1.0,Petrol,3123.0
9974,Car,1.0,1.0,Petrol,3123.0
9975,Car,1.0,1.0,Petrol,1390.0
9976,Motorcycle over 500cc,1.0,1.0,Petrol,646.0
9977,Car,8.0,1.0,Petrol,1388.0
9979,Car,7.0,1.0,Petrol,1595.0
9980,Car,10.0,1.0,Petrol,1597.0
9981,Car,3.0,1.0,Petrol,1783.0
9982,Car,3.0,1.0,Petrol,1783.0
9986,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
9989,Car,10.0,1.0,Petrol,1796.0
9990,Car,8.0,1.0,Petrol,1299.0
9991,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,1998.0
9992,Car,5.0,1.0,Petrol,1598.0
9993,Car,9.0,1.0,Petrol,2438.0
9994,Car,11.0,1.0,Petrol,1998.0
9995,Car,11.0,1.0,Petrol,1998.0
9996,Car,8.0,1.0,Petrol,1988.0
9997,Car,1.0,1.0,Petrol,1796.0
9998,Car,20.0,1.0,Petrol,1295.0
9999,Car,20.0,1.0,Petrol,1295.0
10001,Car,13.0,1.0,Petrol,1796.0
10002,Car,4.0,1.0,Heavy oil,1896.0
10003,Car,11.0,1.0,Petrol,1796.0
10004,Car,7.0,1.0,Petrol,1799.0
10005,Car,4.0,1.0,Petrol,1796.0
10007,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
10009,Car,3.0,1.0,Petrol,1149.0
10011,Car,7.0,1.0,Petrol,1242.0
10012,Car,7.0,1.0,Petrol,1800.0
10013,Car,12.0,1.0,Petrol,1124.0
10015,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
10016,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
10017,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
10019,Motorcycle over 125cc and up to 500cc,25.0,1.0,Petrol,349.0
10020,Car,8.0,1.0,Petrol,1120.0
10021,Motorcycle 50cc and under,1.0,1.0,Petrol,49.0
10024,Car,11.0,1.0,Petrol,1389.0
10025,Car,7.0,1.0,Petrol,1598.0
10027,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
10029,Car,3.0,1.0,Petrol,1199.0
10033,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
10037,Car,10.0,1.0,Petrol,1840.0
10038,Taxi/Private hire car,5.0,1.0,Heavy oil,2446.0
10040,Car,11.0,1.0,Petrol,1796.0
10041,Car,11.0,1.0,Petrol,1796.0
10044,Car,3.0,1.0,Heavy oil,1896.0
10045,Car,7.0,1.0,Heavy oil,1896.0
10046,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
10048,Car,5.0,1.0,Petrol,973.0
10049,Car,6.0,1.0,Petrol,1796.0
10050,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
10054,Car,1.0,1.0,Petrol,1386.0
10055,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
10056,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
10057,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
10059,Car,7.0,1.0,Petrol,1761.0
10061,Car,3.0,1.0,Petrol,1984.0
10062,Car,3.0,1.0,Petrol,1984.0
10063,Car,3.0,1.0,Heavy oil,1399.0
10064,Car,3.0,1.0,Heavy oil,1399.0
10065,Car,3.0,1.0,Heavy oil,1399.0
10066,Car,3.0,1.0,Heavy oil,1399.0
10067,Car,3.0,1.0,Heavy oil,1399.0
10069,Car,15.0,1.0,Petrol,2933.0
10073,Car,6.0,1.0,Petrol,1988.0
10075,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,9000.0
10076,Motorcycle over 500cc,2.0,1.0,Petrol,1164.0
10077,Car,6.0,1.0,Petrol,1596.0
10080,Motorcycle over 125cc and up to 500cc,1.0,1.0,Petrol,487.0
10082,Car,1.0,1.0,Petrol,1598.0
10083,Car,12.0,1.0,Petrol,1390.0
10085,Car,8.0,1.0,Petrol,1389.0
10086,Car,7.0,1.0,Petrol,1781.0
10088,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,9000.0
10091,Car,8.0,1.0,Petrol,2435.0
10092,Car,6.0,1.0,Petrol,1242.0
10094,Car,5.0,1.0,Petrol,1149.0
10096,Car,4.0,1.0,Heavy oil,1997.0
10099,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
10100,Car,2.0,1.0,Petrol,1598.0
10102,Car,7.0,1.0,Petrol,1298.0
10103,Car,5.0,1.0,Petrol,1396.0
10104,Car,10.0,1.0,Petrol,1389.0
10105,Bus or coach (17 or more pass seats),10.0,1.0,Heavy oil,1896.0
10106,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,9000.0
10109,Motorcycle over 500cc,8.0,1.0,Petrol,599.0
10110,Car,9.0,1.0,Petrol,1589.0
10111,Car,7.0,1.0,Petrol,1598.0
10112,Car,7.0,1.0,Petrol,1598.0
10113,Car,7.0,1.0,Petrol,1598.0
10115,Motorcycle over 500cc,5.0,1.0,Petrol,599.0
10116,Car,10.0,1.0,Petrol,1580.0
10117,Car,10.0,1.0,Petrol,1580.0
10118,Car,6.0,1.0,Petrol,1769.0
10119,Motorcycle over 125cc and up to 500cc,16.0,1.0,Petrol,399.0
10120,Car,8.0,1.0,Petrol,1973.0
10123,Car,3.0,1.0,Petrol,1388.0
10124,Car,3.0,1.0,Petrol,1388.0
10126,Car,8.0,1.0,Petrol,1149.0
10129,Car,10.0,1.0,Petrol,1984.0
10130,Van / Goods 3.5 tonnes mgw or under,8.0,1.0,Petrol,970.0
10131,Car,2.0,1.0,Petrol,1598.0
10132,Motorcycle 50cc and under,21.0,1.0,Petrol,49.0
10133,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,9200.0
10134,Car,10.0,1.0,Petrol,1389.0
10135,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,2151.0
10136,Car,6.0,1.0,Petrol,1598.0
10138,Car,3.0,1.0,Petrol,1769.0
10139,Car,6.0,1.0,Petrol,1598.0
10144,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,8268.0
10145,Car,5.0,1.0,Petrol,1124.0
10146,Car,5.0,1.0,Petrol,1124.0
10147,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
10148,Car,15.0,1.0,Petrol,1297.0
10149,Car,2.0,1.0,Petrol,1396.0
10150,Car,1.0,1.0,Petrol,1360.0
10153,Car,10.0,1.0,Petrol,1796.0
10157,Car,11.0,1.0,Petrol,2495.0
10158,Motorcycle 125cc and under,8.0,1.0,Petrol,124.0
10160,Car,1.0,1.0,Petrol,1360.0
10161,Car,8.0,1.0,Petrol,1389.0
10162,Car,1.0,1.0,Petrol,1299.0
10163,Car,1.0,1.0,Petrol,1299.0
10164,Car,11.0,1.0,Petrol,2494.0
10165,Car,5.0,1.0,Heavy oil,1900.0
10166,Car,24.0,1.0,Petrol,2792.0
10167,Car,24.0,1.0,Petrol,2792.0
10168,Motorcycle over 500cc,4.0,1.0,Petrol,996.0
10174,Car,3.0,1.0,Petrol,1587.0
10176,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,1600.0
10177,Car,5.0,1.0,Petrol,1124.0
10179,Car,7.0,1.0,Petrol,1589.0
10181,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
10182,Car,11.0,1.0,Petrol,1120.0
10185,Motorcycle 50cc and under,4.0,1.0,Petrol,49.0
10186,Motorcycle 50cc and under,3.0,1.0,Petrol,49.0
10187,Car,10.0,1.0,Petrol,1796.0
10188,Car,10.0,1.0,Petrol,1597.0
10190,Car,8.0,1.0,Petrol,1598.0
10193,Motorcycle over 500cc,11.0,1.0,Petrol,798.0
10194,Car,13.0,1.0,Petrol,1118.0
10195,Car,13.0,1.0,Petrol,1118.0
10196,Car,6.0,1.0,Petrol,1242.0
10197,Taxi/Private hire car,8.0,1.0,Heavy oil,2664.0
10198,Car,9.0,1.0,Petrol,1984.0
10200,Car,14.0,1.0,Petrol,1297.0
10201,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,9000.0
10202,Motorcycle over 500cc,8.0,1.0,Petrol,918.0
10204,Car,9.0,1.0,Heavy oil,1905.0
10205,Car,8.0,1.0,Petrol,1799.0
10206,Car,4.0,1.0,Petrol,1242.0
10207,Car,3.0,1.0,Petrol,1242.0
10208,Car,3.0,1.0,Petrol,1242.0
10209,Motorcycle over 500cc,1.0,1.0,Petrol,645.0
10210,Car,10.0,1.0,Petrol,1493.0
10211,Car,6.0,1.0,Petrol,796.0
10212,Car,2.0,1.0,Petrol,998.0
10213,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
10214,Car,1.0,1.0,Petrol,1242.0
10216,Car,6.0,1.0,Petrol,1762.0
10217,Car,13.0,1.0,Petrol,2410.0
10218,Car,5.0,1.0,Petrol,1998.0
10220,Car,3.0,1.0,Petrol,3370.0
