,Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
5664,Motorcycle over 500cc,4.0,1.0,Petrol,1250.0
5665,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
5666,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
5667,Van / Goods 3.5 tonnes mgw or under,10.0,1.0,Heavy oil,2384.0
5668,Motorcycle 125cc and under,24.0,1.0,Petrol,125.0
5669,Car,10.0,1.0,Petrol,1597.0
5671,Car,11.0,1.0,Petrol,1596.0
5673,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Petrol,5700.0
5677,Car,4.0,1.0,Heavy oil,2495.0
5678,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
5679,Car,5.0,1.0,Petrol,1598.0
5682,Car,10.0,1.0,Heavy oil,1753.0
5684,Car,4.0,1.0,Petrol,1895.0
5685,Car,4.0,1.0,Petrol,1895.0
5687,Car,5.0,1.0,Petrol,1796.0
5688,Motorcycle over 500cc,2.0,1.0,Petrol,919.0
5689,Car,8.0,1.0,Petrol,1998.0
5690,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,5900.0
5692,Car,9.0,1.0,Petrol,1769.0
5693,Car,10.0,1.0,Heavy oil,2068.0
5695,Motorcycle 125cc and under,6.0,1.0,Petrol,124.0
5696,Car,12.0,1.0,Petrol,1392.0
5698,Car,2.0,1.0,Petrol,1397.0
5704,Car,7.0,1.0,Petrol,2295.0
5705,Car,1.0,1.0,Heavy oil,1896.0
5707,Car,8.0,1.0,Petrol,1242.0
5708,Car,12.0,1.0,Petrol,1493.0
5709,Car,12.0,1.0,Petrol,1493.0
5710,Motorcycle 50cc and under,3.0,1.0,Petrol,49.0
5714,Car,2.0,1.0,Petrol,1596.0
5716,Car,2.0,1.0,Petrol,1598.0
5717,Car,8.0,1.0,Petrol,998.0
5719,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,6370.0
5720,Car,10.0,1.0,Petrol,1360.0
5722,Car,4.0,1.0,Petrol,2198.0
5725,Car,6.0,1.0,Petrol,1596.0
5726,Motorcycle 125cc and under,9.0,1.0,Petrol,85.0
5727,Car,3.0,1.0,Petrol,1796.0
5728,Car,7.0,1.0,Heavy oil,1700.0
5731,Car,8.0,1.0,Petrol,1242.0
5733,Car,4.0,1.0,Petrol,2979.0
5734,Car,4.0,1.0,Petrol,2979.0
5735,Motorcycle 50cc and under,4.0,1.0,Petrol,49.0
5737,Car,12.0,1.0,Petrol,1998.0
5738,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
5741,Car,15.0,1.0,Petrol,2494.0
5747,Car,6.0,1.0,Petrol,1796.0
5749,Taxi/Private hire car,11.0,1.0,Petrol,1996.0
5753,Motorcycle 125cc and under,10.0,1.0,Petrol,124.0
5755,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,3900.0
5759,Car,10.0,1.0,Heavy oil,1994.0
5760,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,1998.0
5761,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
5762,Car,10.0,1.0,Petrol,998.0
5763,Car,10.0,1.0,Petrol,998.0
5769,Car,12.0,1.0,Petrol,1796.0
5770,Car,12.0,1.0,Petrol,1796.0
5771,Car,12.0,1.0,Petrol,1796.0
5772,Car,12.0,1.0,Petrol,1796.0
5774,Motorcycle over 500cc,9.0,1.0,Petrol,599.0
5778,Car,9.0,1.0,Petrol,1598.0
5779,Car,8.0,1.0,Petrol,1598.0
5782,Car,11.0,1.0,Heavy oil,1800.0
5784,Car,5.0,1.0,Petrol,1298.0
5785,Car,5.0,1.0,Petrol,1298.0
5788,Car,1.0,1.0,Heavy oil,1461.0
5789,Motorcycle over 125cc and up to 500cc,4.0,1.0,Petrol,499.0
5792,Car,5.0,1.0,Petrol,1998.0
5793,Car,5.0,1.0,Petrol,1800.0
5795,Car,6.0,1.0,Petrol,1796.0
5796,Car,6.0,1.0,Petrol,1796.0
5797,Car,1.0,1.0,Petrol,1390.0
5808,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
5809,Car,5.0,1.0,Petrol,1598.0
5811,Motorcycle over 500cc,1.0,1.0,Petrol,749.0
5814,Car,5.0,1.0,Petrol,1794.0
5815,Car,7.0,1.0,Petrol,1390.0
5818,Motorcycle over 500cc,1.0,1.0,Petrol,996.0
5819,Car,6.0,1.0,Petrol,1800.0
5820,Van / Goods 3.5 tonnes mgw or under,17.0,1.0,Heavy oil,2496.0
5824,Motorcycle over 125cc and up to 500cc,7.0,1.0,Petrol,499.0
5825,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
5827,Car,15.0,1.0,Petrol,1235.0
5830,Van / Goods 3.5 tonnes mgw or under,11.0,1.0,Heavy oil,2496.0
5837,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
5839,Motorcycle over 500cc,15.0,1.0,Petrol,599.0
5840,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
5841,Car,9.0,1.0,Petrol,1596.0
5842,Car,7.0,1.0,Heavy oil,1896.0
5843,Car,7.0,1.0,Heavy oil,1896.0
5844,Motorcycle over 500cc,4.0,1.0,Petrol,599.0
5845,Car,7.0,1.0,Petrol,1332.0
5847,Car,13.0,1.0,Petrol,1498.0
5851,Car,8.0,1.0,Petrol,998.0
5852,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
5853,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
5855,Car,2.0,1.0,Petrol,1242.0
5857,Car,9.0,1.0,Petrol,1598.0
5860,Motorcycle over 500cc,7.0,1.0,Petrol,599.0
5863,Motorcycle 125cc and under,5.0,1.0,Petrol,125.0
5864,Car,11.0,1.0,Petrol,1118.0
5865,Car,4.0,1.0,Petrol,998.0
5866,Car,6.0,1.0,Petrol,796.0
5868,Car,1.0,1.0,Heavy oil,2926.0
5870,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,6370.0
5871,Taxi/Private hire car,8.0,1.0,Heavy oil,2664.0
5876,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
5878,Car,9.0,1.0,Petrol,2497.0
5881,Car,11.0,1.0,Petrol,1499.0
5883,Car,11.0,1.0,Petrol,1998.0
5884,Car,11.0,1.0,Petrol,1389.0
5886,Car,9.0,1.0,Heavy oil,1896.0
5887,Car,7.0,1.0,Petrol,1985.0
5888,Car,7.0,1.0,Petrol,1985.0
5893,Car,4.0,1.0,Petrol,973.0
5895,Car,6.0,1.0,Petrol,1998.0
5896,Car,2.0,1.0,Petrol,1390.0
5899,Car,10.0,1.0,Petrol,1998.0
5902,Car,8.0,1.0,Heavy oil,1700.0
5904,Car,7.0,1.0,Petrol,1299.0
5905,Car,2.0,1.0,Petrol,1796.0
5906,Car,3.0,1.0,Petrol,1596.0
5909,Car,2.0,1.0,Petrol,998.0
5910,Car,8.0,1.0,Petrol,1597.0
5911,Car,8.0,1.0,Petrol,1275.0
5913,Car,7.0,1.0,Petrol,1598.0
5914,Car,4.0,1.0,Petrol,1390.0
5915,Car,1.0,1.0,Petrol,1598.0
5917,Van / Goods 3.5 tonnes mgw or under,4.0,1.0,Heavy oil,2402.0
5918,Motorcycle 125cc and under,6.0,1.0,Petrol,125.0
5919,Car,6.0,1.0,Petrol,1390.0
5920,Motorcycle over 125cc and up to 500cc,5.0,1.0,Petrol,244.0
5921,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,176.0
5922,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,176.0
5924,Car,5.0,1.0,Petrol,2967.0
5925,Car,2.0,1.0,Petrol,1242.0
5926,Car,2.0,1.0,Petrol,1242.0
5927,Motorcycle over 500cc,8.0,1.0,Petrol,553.0
5928,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
5929,Car,5.0,1.0,Petrol,1299.0
5930,Car,12.0,1.0,Petrol,899.0
5931,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
5932,Car,7.0,1.0,Petrol,1495.0
5933,Car,2.0,1.0,Petrol,1596.0
5935,Motorcycle over 125cc and up to 500cc,5.0,1.0,Petrol,499.0
5937,Car,11.0,1.0,Petrol,2494.0
5940,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,6370.0
5946,Car,9.0,1.0,Petrol,1389.0
5947,Car,9.0,1.0,Petrol,1389.0
5948,Car,7.0,1.0,Petrol,1998.0
5949,Car,18.0,1.0,Petrol,1997.0
5950,Motorcycle 125cc and under,18.0,1.0,Petrol,85.0
5951,Car,6.0,1.0,Petrol,998.0
5952,Car,13.0,1.0,Petrol,1781.0
5954,Motorcycle over 500cc,4.0,1.0,Petrol,600.0
5955,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
5956,Car,14.0,1.0,Petrol,1272.0
5960,Car,8.0,1.0,Petrol,1762.0
5962,Car,11.0,1.0,Petrol,1389.0
5967,Car,6.0,1.0,Petrol,1997.0
5968,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,7300.0
5970,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
5973,Car,5.0,1.0,Petrol,999.0
5974,Car,15.0,1.0,Petrol,1043.0
5976,Car,11.0,1.0,Petrol,1493.0
5980,Motorcycle over 500cc,3.0,1.0,Petrol,599.0
5981,Taxi/Private hire car,8.0,1.0,Heavy oil,2664.0
5982,Motorcycle 50cc and under,1.0,1.0,Petrol,49.0
5983,Other vehicle,1.0,1.0,Heavy oil,2686.0
5984,Motorcycle over 125cc and up to 500cc,15.0,1.0,Petrol,498.0
5985,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,2402.0
5986,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,2402.0
5987,Car,9.0,1.0,Petrol,3960.0
5988,Car,10.0,1.0,Petrol,1341.0
5990,Car,8.0,1.0,Petrol,1390.0
5991,Car,9.0,1.0,Petrol,1587.0
5992,Motorcycle over 500cc,8.0,1.0,Petrol,599.0
5994,Car,8.0,1.0,Petrol,1762.0
5995,Car,9.0,1.0,Petrol,1997.0
5997,Car,7.0,1.0,Petrol,1796.0
5998,Car,3.0,1.0,Petrol,998.0
5999,Car,8.0,1.0,Petrol,1195.0
6000,Car,5.0,1.0,Petrol,1242.0
6004,Car,8.0,1.0,Petrol,1998.0
6005,Car,8.0,1.0,Petrol,1998.0
6006,Car,4.0,1.0,Petrol,1596.0
6007,Motorcycle 125cc and under,3.0,1.0,Petrol,125.0
6009,Car,5.0,1.0,Petrol,2498.0
6010,Car,5.0,1.0,Petrol,2498.0
6012,Car,3.0,1.0,Heavy oil,1995.0
6014,Car,3.0,1.0,Heavy oil,2499.0
6016,Car,10.0,1.0,Petrol,1242.0
6017,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1686.0
6020,Motorcycle 125cc and under,3.0,1.0,Petrol,125.0
6021,Car,23.0,1.0,Petrol,1588.0
6023,Car,4.0,1.0,Petrol,998.0
6024,Car,9.0,1.0,Petrol,1390.0
6025,Car,10.0,1.0,Petrol,1998.0
6026,Van / Goods 3.5 tonnes mgw or under,7.0,1.0,Heavy oil,2299.0
6027,Car,8.0,1.0,Heavy oil,1896.0
6031,Car,3.0,1.0,Petrol,1781.0
6033,Car,2.0,1.0,Heavy oil,1689.0
6034,Car,2.0,1.0,Heavy oil,1689.0
6035,Motorcycle over 500cc,14.0,1.0,Petrol,535.0
6036,Car,7.0,1.0,Petrol,998.0
6037,Car,7.0,1.0,Petrol,998.0
6043,Car,16.0,1.0,Petrol,1598.0
6045,Car,10.0,1.0,Heavy oil,1896.0
6046,Car,5.0,1.0,Petrol,1762.0
6047,Motorcycle over 500cc,6.0,1.0,Petrol,849.0
6048,Motorcycle 125cc and under,8.0,1.0,Petrol,85.0
6049,Car,8.0,1.0,Petrol,1108.0
6050,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,499.0
6051,Car,10.0,1.0,Petrol,1598.0
6052,Car,11.0,1.0,Heavy oil,1753.0
6053,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
6056,Car,2.0,1.0,Petrol,1598.0
6057,Car,4.0,1.0,Petrol,1124.0
6061,Car,14.0,1.0,Petrol,1597.0
6062,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
6063,Car,5.0,1.0,Petrol,1973.0
6065,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
6066,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
6068,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
6069,Goods 7.5 tonnes mgw and over,2.0,1.0,Heavy oil,5900.0
6070,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
6071,Motorcycle 125cc and under,13.0,1.0,Petrol,79.0
6072,Car,7.0,1.0,Petrol,1598.0
6074,Car,7.0,1.0,Petrol,1796.0
6075,Car,2.0,1.0,Petrol,993.0
6078,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1461.0
6079,Car,9.0,1.0,Petrol,2164.0
6080,Car,9.0,1.0,Petrol,2164.0
6081,Car,9.0,1.0,Petrol,2164.0
6082,Car,3.0,1.0,Petrol,1794.0
6083,Car,6.0,1.0,Petrol,1349.0
6085,Car,9.0,1.0,Petrol,1390.0
6087,Car,2.0,1.0,Petrol,1984.0
6089,Car,11.0,1.0,Petrol,1783.0
6090,Car,11.0,1.0,Petrol,1783.0
6094,Motorcycle 125cc and under,11.0,1.0,Petrol,124.0
6096,Car,14.0,1.0,Petrol,1196.0
6097,Car,7.0,1.0,Petrol,1998.0
6098,Car,6.0,1.0,Heavy oil,1994.0
6099,Car,8.0,1.0,Petrol,1761.0
6100,Car,7.0,1.0,Petrol,1998.0
6103,Car,3.0,1.0,Petrol,1997.0
6104,Car,4.0,1.0,Petrol,998.0
6106,Motorcycle 125cc and under,14.0,1.0,Petrol,85.0
6107,Car,10.0,1.0,Petrol,1998.0
6111,Car,11.0,1.0,Petrol,1597.0
6112,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,250.0
6115,Car,5.0,1.0,Petrol,1242.0
6117,Car,15.0,1.0,Petrol,988.0
6118,Motorcycle over 500cc,7.0,1.0,Petrol,599.0
6119,Motorcycle over 500cc,14.0,1.0,Petrol,749.0
6120,Motorcycle over 500cc,14.0,1.0,Petrol,749.0
6121,Car,9.0,1.0,Petrol,1799.0
6122,Car,9.0,1.0,Petrol,1498.0
6123,Car,9.0,1.0,Petrol,1498.0
6124,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
6125,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
6126,Motorcycle 125cc and under,7.0,1.0,Petrol,124.0
6128,Car,15.0,1.0,Petrol,1598.0
6129,Car,6.0,1.0,Petrol,1796.0
6130,Car,6.0,1.0,Petrol,999.0
6131,Car,8.0,1.0,Petrol,1762.0
6134,Car,4.0,1.0,Petrol,998.0
6135,Car,4.0,1.0,Petrol,998.0
6136,Car,4.0,1.0,Petrol,998.0
6137,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
6139,Motorcycle over 500cc,1.0,1.0,Petrol,1137.0
6141,Motorcycle 125cc and under,7.0,1.0,Petrol,85.0
6142,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
6143,Motorcycle over 500cc,4.0,1.0,Petrol,599.0
6144,Taxi/Private hire car,14.0,1.0,Heavy oil,2664.0
6146,Car,4.0,1.0,Petrol,1796.0
6147,Car,10.0,1.0,Petrol,1299.0
6148,Car,10.0,1.0,Petrol,1299.0
6150,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
6151,Car,5.0,1.0,Petrol,1598.0
6152,Motorcycle 125cc and under,5.0,1.0,Petrol,85.0
6153,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,6370.0
6154,Car,3.0,1.0,Petrol,1149.0
6155,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
6156,Car,10.0,1.0,Petrol,1043.0
6158,Car,7.0,1.0,Petrol,1242.0
6159,Car,7.0,1.0,Petrol,1998.0
6160,Car,9.0,1.0,Petrol,1839.0
6161,Car,7.0,1.0,Petrol,1396.0
6162,Car,7.0,1.0,Petrol,1396.0
6163,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
6165,Motorcycle over 500cc,4.0,1.0,Petrol,599.0
6169,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
6170,Car,15.0,1.0,Petrol,3430.0
6173,Motorcycle over 500cc,7.0,1.0,Petrol,1340.0
6174,Car,9.0,1.0,Petrol,1370.0
6175,Car,9.0,1.0,Petrol,1988.0
6176,Car,9.0,1.0,Petrol,1988.0
6178,Car,7.0,1.0,Petrol,1396.0
6179,Car,7.0,1.0,Petrol,1998.0
6180,Car,10.0,1.0,Petrol,2799.0
6181,Motorcycle over 500cc,3.0,1.0,Petrol,599.0
6182,Car,5.0,1.0,Petrol,2157.0
6186,Car,4.0,1.0,Petrol,2295.0
6187,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
6188,Motorcycle over 500cc,1.0,1.0,Petrol,998.0
6190,Motorcycle over 500cc,10.0,1.0,Petrol,599.0
6192,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,2496.0
6200,Motorcycle over 500cc,7.0,1.0,Petrol,900.0
6201,Car,12.0,1.0,Petrol,1994.0
6202,Car,12.0,1.0,Petrol,1994.0
6203,Motorcycle over 500cc,8.0,1.0,Petrol,1002.0
6206,Car,9.0,1.0,Petrol,1783.0
6207,Car,9.0,1.0,Petrol,1783.0
6211,Car,8.0,1.0,Petrol,1994.0
6214,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,499.0
6215,Car,10.0,1.0,Petrol,1396.0
6218,Car,15.0,1.0,Petrol,1998.0
6219,Car,4.0,1.0,Petrol,1149.0
6220,Van / Goods 3.5 tonnes mgw or under,5.0,1.0,Heavy oil,2184.0
6222,Car,6.0,1.0,Petrol,1597.0
6223,Car,6.0,1.0,Petrol,1597.0
6224,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,6370.0
6225,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
6228,Car,5.0,1.0,Petrol,1794.0
6229,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
6232,Minibus (8 - 16 passenger seats),1.0,1.0,Heavy oil,3920.0
6233,Car,8.0,1.0,Petrol,1781.0
6234,Car,12.0,1.0,Petrol,1597.0
6236,Car,1.0,1.0,Petrol,698.0
6237,Car,5.0,1.0,Petrol,1796.0
6238,Car,13.0,1.0,Petrol,1493.0
6239,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
6240,Motorcycle over 500cc,2.0,1.0,Petrol,782.0
6241,Car,4.0,1.0,Petrol,1390.0
6242,Car,4.0,1.0,Petrol,1390.0
6244,Car,10.0,1.0,Petrol,1994.0
6245,Car,1.0,1.0,Petrol,1199.0
6246,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
6247,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
6248,Car,12.0,1.0,Petrol,1043.0
6250,Car,8.0,1.0,Petrol,1762.0
6252,Car,7.0,1.0,Petrol,1896.0
6253,Taxi/Private hire car,9.0,1.0,Heavy oil,2664.0
6254,Taxi/Private hire car,9.0,1.0,Heavy oil,2664.0
6258,Car,8.0,1.0,Petrol,1396.0
6260,Car,7.0,1.0,Petrol,1390.0
6261,Car,7.0,1.0,Petrol,1390.0
6262,Car,9.0,1.0,Petrol,1124.0
6263,Car,9.0,1.0,Petrol,1124.0
6266,Car,6.0,1.0,Petrol,1998.0
6267,Car,9.0,1.0,Petrol,1796.0
6269,Car,3.0,1.0,Heavy oil,2179.0
6270,Car,6.0,1.0,Petrol,1199.0
6271,Car,11.0,1.0,Petrol,1490.0
6272,Goods over 3.5t. and under 7.5t,2.0,1.0,Heavy oil,3920.0
6277,Car,5.0,1.0,Petrol,1598.0
6278,Car,7.0,1.0,Petrol,1799.0
6284,Car,7.0,1.0,Heavy oil,1870.0
6285,Car,3.0,1.0,Petrol,599.0
6286,Motorcycle over 500cc,6.0,1.0,Petrol,996.0
6287,Motorcycle over 125cc and up to 500cc,2.0,1.0,Petrol,499.0
6288,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,2179.0
6290,Car,10.0,1.0,Petrol,2793.0
6293,Car,9.0,1.0,Petrol,1242.0
6294,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
6295,Car,11.0,1.0,Petrol,1119.0
6296,Car,3.0,1.0,Petrol,1598.0
6297,Car,6.0,1.0,Petrol,2997.0
6299,Van / Goods 3.5 tonnes mgw or under,6.0,1.0,Heavy oil,10000.0
6303,Car,6.0,1.0,Petrol,1587.0
6304,Motorcycle over 125cc and up to 500cc,11.0,1.0,Petrol,398.0
6308,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,8268.0
6309,Taxi/Private hire car,3.0,1.0,Heavy oil,2664.0
6311,Car,9.0,1.0,Heavy oil,1527.0
6312,Car,8.0,1.0,Petrol,1781.0
6313,Motorcycle 125cc and under,9.0,1.0,Petrol,85.0
6314,Car,5.0,1.0,Petrol,1587.0
6316,Car,8.0,1.0,Petrol,1299.0
6317,Car,3.0,1.0,Petrol,1199.0
6318,Motorcycle over 125cc and up to 500cc,10.0,1.0,Petrol,410.0
6319,Motorcycle 125cc and under,6.0,1.0,Petrol,124.0
6320,Car,7.0,1.0,Petrol,1998.0
6321,Car,8.0,1.0,Petrol,993.0
6322,Car,8.0,1.0,Petrol,993.0
6325,Car,8.0,1.0,Petrol,1299.0
6327,Car,7.0,1.0,Petrol,1781.0
6329,Motorcycle over 500cc,6.0,1.0,Petrol,749.0
6330,Car,1.0,1.0,Petrol,1998.0
6331,Car,4.0,1.0,Petrol,1984.0
6332,Car,1.0,1.0,Heavy oil,1461.0
6334,Motorcycle over 125cc and up to 500cc,10.0,1.0,Petrol,1340.0
6335,Motorcycle over 125cc and up to 500cc,10.0,1.0,Petrol,1340.0
6338,Car,13.0,1.0,Petrol,1390.0
6340,Motorcycle over 500cc,6.0,1.0,Petrol,1085.0
6341,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,2496.0
6342,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
6347,Motorcycle over 500cc,6.0,1.0,Petrol,742.0
6353,Car,9.0,1.0,Petrol,1391.0
6354,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
6356,Car,6.0,1.0,Petrol,1199.0
6357,Car,1.0,1.0,Petrol,1149.0
6358,Car,5.0,1.0,Petrol,1400.0
6359,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
6360,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
6361,Car,4.0,1.0,Petrol,1596.0
6362,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
6363,Motorcycle over 125cc and up to 500cc,15.0,1.0,Petrol,400.0
6364,Taxi/Private hire car,7.0,1.0,Heavy oil,2664.0
6366,Car,2.0,1.0,Petrol,1149.0
6367,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1686.0
6368,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1686.0
6369,Motorcycle over 500cc,3.0,1.0,Petrol,599.0
6371,Car,8.0,1.0,Petrol,1762.0
6374,Car,9.0,1.0,Petrol,1998.0
6380,Car,10.0,1.0,Heavy oil,1896.0
6384,Car,5.0,1.0,Petrol,1794.0
6386,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
6387,Car,3.0,1.0,Petrol,2198.0
6388,Car,3.0,1.0,Petrol,2198.0
6389,Car,3.0,1.0,Petrol,2198.0
6391,Car,15.0,1.0,Petrol,1781.0
6392,Car,13.0,1.0,Petrol,1998.0
6394,Motorcycle 125cc and under,11.0,1.0,Petrol,124.0
6395,Car,14.0,1.0,Petrol,1396.0
6397,Car,10.0,1.0,Petrol,1800.0
6398,Car,9.0,1.0,Heavy oil,1665.0
6399,Car,10.0,1.0,Petrol,1360.0
6400,Car,6.0,1.0,Petrol,1587.0
6402,Car,12.0,1.0,Petrol,1119.0
6403,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
6404,Car,10.0,1.0,Petrol,2199.0
6405,Goods over 3.5t. and under 7.5t,1.0,1.0,Heavy oil,2800.0
6406,Car,11.0,1.0,Petrol,1493.0
6409,Car,5.0,1.0,Heavy oil,1870.0
6413,Car,4.0,1.0,Petrol,1596.0
6414,Car,10.0,1.0,Petrol,1360.0
6415,Car,10.0,1.0,Petrol,1360.0
6416,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
6417,Car,2.0,1.0,Petrol,1390.0
6421,Motorcycle over 500cc,2.0,1.0,Petrol,649.0
6422,Car,7.0,1.0,Petrol,1994.0
6424,Van / Goods 3.5 tonnes mgw or under,4.0,1.0,Heavy oil,2496.0
6426,Motorcycle 125cc and under,34.0,1.0,Petrol,49.0
6428,Car,5.0,1.0,Petrol,1998.0
6429,Motorcycle over 125cc and up to 500cc,2.0,1.0,Petrol,459.0
6430,Car,12.0,1.0,Petrol,998.0
6435,Car,9.0,1.0,Petrol,1370.0
6436,Car,9.0,1.0,Petrol,1370.0
6437,Car,1.0,1.0,Petrol,998.0
6438,Car,6.0,1.0,Petrol,1598.0
6439,Minibus (8 - 16 passenger seats),1.0,1.0,Heavy oil,3920.0
6443,Van / Goods 3.5 tonnes mgw or under,3.0,1.0,Heavy oil,1870.0
6444,Car,8.0,1.0,Petrol,1598.0
6446,Motorcycle 50cc and under,6.0,1.0,Petrol,49.0
6447,Motorcycle over 500cc,6.0,1.0,Petrol,781.0
6449,Car,14.0,1.0,Petrol,2438.0
6450,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
6451,Car,7.0,1.0,Petrol,1597.0
6453,Car,14.0,1.0,Petrol,1588.0
6454,Car,6.0,1.0,Petrol,1731.0
6455,Motorcycle over 500cc,2.0,1.0,Petrol,649.0
6456,Car,1.0,1.0,Heavy oil,1951.0
6457,Car,1.0,1.0,Heavy oil,1951.0
6458,Car,1.0,1.0,Heavy oil,1951.0
6461,Car,9.0,1.0,Petrol,1396.0
6462,Car,9.0,1.0,Petrol,1396.0
6463,Motorcycle 125cc and under,4.0,1.0,Petrol,125.0
6464,Car,8.0,1.0,Petrol,1799.0
6465,Motorcycle 125cc and under,4.0,1.0,Petrol,125.0
6466,Car,10.0,1.0,Heavy oil,1905.0
6467,Motorcycle over 500cc,6.0,1.0,Petrol,598.0
6469,Motorcycle 125cc and under,5.0,1.0,Petrol,49.0
6472,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,1900.0
6473,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,1900.0
6474,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,1900.0
6478,Car,14.0,1.0,Petrol,2309.0
6479,Motorcycle over 500cc,4.0,1.0,Petrol,738.0
6483,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
6484,Car,14.0,1.0,Heavy oil,2500.0
6485,Car,1.0,1.0,Petrol,1149.0
6487,Car,7.0,1.0,Petrol,1242.0
6488,Van / Goods 3.5 tonnes mgw or under,7.0,1.0,Heavy oil,2496.0
6489,Car,8.0,1.0,Petrol,3301.0
6492,Van / Goods 3.5 tonnes mgw or under,5.0,1.0,Heavy oil,2800.0
6494,Car,7.0,1.0,Petrol,1997.0
6495,Car,4.0,1.0,Petrol,796.0
6496,Motorcycle 125cc and under,1.0,1.0,Petrol,102.0
